hotel_id,comment_id,sentence_num,sentence,date
1,272,10,"As a result, we had complications with our orders and spent quite a lot of money on food that was only so-so and not exactly what we thought we ordered.",2017-07-13
1,273,1,We stayed here for three nights and had a great experience.,2017-07-13
1,273,2,Good location for the Shinjuku area and very close to the subway station.,2017-07-13
1,273,3,The area does get a bit dead at night as it is in a very corporate area.,2017-07-13
1,273,4,The service was excellent during our stay.,2017-07-13
1,273,5,We only ate here once for the buffet breakfast which was okay and overpriced.,2017-07-13
1,273,6,The other restaurants also seemed quite overpriced which is to be expected for a big hotel.,2017-07-13
1,273,7,Overall had a great stay and would stay again.,2017-07-13
1,274,1,Stayed at this property for five nights last month.,2017-07-12
1,274,2,"The Lobby area is very nice, and the rooms are well appointed and clean.",2017-07-12
1,274,3,"The accommodations are not luxurious, the bathroom very basic, but overall the property and rooms are comfortable and well appointed.",2017-07-12
1,274,4,The service is wonderful; from the front desk to the bar service.,2017-07-12
1,274,5,I especially want to call attention to the GREAT concierge service.,2017-07-12
1,274,6,"They will help you with literally everything; from directions, to navigating the transportation system, to making reservations for you etc.",2017-07-12
1,274,7,"They go far beyond expectations and go out of their way to get you set up with maps, information so on.",2017-07-12
1,274,8,Thus definitely make use of their friendly service and help.,2017-07-12
1,274,9,I would advise against paying for the included breakfast option.,2017-07-12
1,274,10,"It is a buffet that is something like $30 a person, while the property has several breakfast options within a five minute walk, from a Denny's, to a café called the Royal Host, to a Starbucks.",2017-07-12
1,274,11,At these locations we would get a full breakfast for three for only around $20 U.S.,2017-07-12
1,274,12,"The property is in a great location, less then a 10 minute walk from Shinjuku Station, and a 15 minute walk to the center of Shinjuku's daytime shopping and the center of the evening and night activity.",2017-07-12
1,274,13,You can't go wrong choosing the Shinjuku Hilton for your stay.,2017-07-12
1,275,1,The Hilton Tokyo was a luxurious stay in Shinjuku.,2017-07-12
1,275,2,"The room was spacious, the bed soft, the staff friendly.",2017-07-12
1,275,3,My favorite parts about the hotel is the assortment of restaurants located on the lower floors and the convenient free shuttle that comes every 20 minutes taking you to or from Shinjuku station to the Hilton.,2017-07-12
1,275,4,"While pricey, the restaurants served fantastic food and was a great dining experience.",2017-07-12
1,275,5,"Choices include a western BBQ place, a Japanese restaurant, and I believe a Chinese restaurant as well, in addition to their dessert shop.",2017-07-12
1,275,6,The shuttle will quickly take you to Shinjuku station which allows you to essentially travel all over Japan.,2017-07-12
1,275,7,"Luxury certainly comes with a price, but it's well worth it.",2017-07-12
1,275,8,The Hilton Tokyo is highly recommended.,2017-07-12
1,276,1,We stayed here for two nights and everything about the stay was outstanding.,2017-07-11
1,276,2,We arrived at 11 AM after a night on Mt Fuji so we could see the sunrise at the summit.,2017-07-11
1,276,3,"Even though check in isn't until 3 PM, they set us up in the executive lounge to wait and had us in our room by 11:30 with bags delivered.",2017-07-11
1,276,4,"Room was outstanding, executive lounge is among the best I've ever experienced at Hilton, and the staff were friendly and efficient.",2017-07-11
1,276,5,Will definitely stay here again if possible.,2017-07-11
1,277,1,"From the warm, welcoming and effective the check-In, to perfect concierge service, to excellent food (via room service and in hotel restaurants), very comfortable and well appointed guest rooms, to a smooth check-out, this hotel is consistently excellent.",2017-07-10
1,278,1,Been to Tokyo many times and this is the first time stay in this Hilton.,2017-07-10
1,278,2,Did not choose it before because it is a bit far from the main station.,2017-07-10
1,278,3,"This time I want somewhere a bit quiet, so choose this hotel.",2017-07-10
1,278,4,Not bad with city views.,2017-07-10
1,278,5,The breakfast is good and the room is spacious.,2017-07-10
1,278,6,Recommend for family as most hotels in Tokyo are small and not good for traveling with children.,2017-07-10
1,279,1,"I was lucky enough to stay at the Hilton Tokyo last week on 2 separate stays, checking out in the middle of the week to experience Mt Fuji.",2017-07-10
1,279,2,"Upon arrival on the Monday night I was met with friendly service, and was pleasantly surprised to receive my Hhonors gold upgrade to a junior suite, which was very stylish and spacious, complete with mini bar, coffee machine, bath robes, and massive leather sofa.",2017-07-10
1,279,3,"Views out over Nishi (west) Shinjuku, and about 15 minutes walk back to JR Shinjuku although the Maranouchi line has a stop just next to the hotel and can be reached in less than 10 minutes.",2017-07-10
1,279,4,The hotel has a shuttle bus to ferry you back and forth to the station also.,2017-07-10
1,279,5,The executive lounge on the 37th floor is huge and caters for mainly executive room guests with a separate gold/diamond lounge located on the same floor looking after Hhonors members.,2017-07-10
1,279,6,We enjoyed the superb service from Waki who hosts the gold/diamond lounge.,2017-07-10
1,279,7,"Both lounges offer a great selection of food, with a chef making omelettes in the main lounge in the morning and supported by friendly English speaking service staff.",2017-07-10
1,279,8,"The pool and fitness centre is located on the 5th floor and has a lovely pool, sauna and onsen which is a real treat.",2017-07-10
1,279,9,The cocktail bar on level two has a nice ambience and had live entertainment when we were there.,2017-07-10
1,279,10,"Having been underwhelmed by the Hilton Osaka the week before, I was very impressed with the Hilton Shinjuku.",2017-07-10
1,279,11,"The whole time I stayed at the hotel from check in to Hhonors recognition, to overall service and quality of food/drinks; I was thoroughly delighted with our choice of hotel, which is the best run property I have stayed in for a long time.",2017-07-10
1,280,1,"Located about 2-3 minutes from a couple of metro stations, a 10-15 minute walk from Shinjuku station, this hotel is in a quiet business area and makes for a very convenient stop without getting too far off the beaten path or being stuck in the middle of all the action.",2017-07-09
1,280,2,"The facilities are pristine, I'd mark this as one of if not the best Hilton I've ever visited.",2017-07-09
1,280,3,"While nice facilities are all well and good, the true high marks go to the staff who were some of the best I've encountered.",2017-07-09
1,280,4,"The concierge was beyond patient and helpful, and those who worked in the executive lounge morning and evening were attentive, polite, and truly were the game changer during our stay.",2017-07-09
1,280,5,"Two in particular (Hilton, this is where you take notes and reward them) - Mami (didn't get her surname) who worked the breakfast buffet went above and beyond, recognizing us and customizing service to our preferences each subsequent day.",2017-07-09
1,280,6,"In the afternoons, I didn't get her name, but she attended Temple university and spent 4 months in Philadelphia..",2017-07-09
1,280,7,"her English could easily pass for a native Californian, and her personable attentiveness and charming conversation made for an outstanding experience as she offered tips on what we might enjoy seeing.",2017-07-09
1,280,8,All of this at what I felt was a very reasonable rate in a city where there is no limit to what you might spend on a hotel.,2017-07-09
1,280,9,"Thanks Hilton, thanks to your staff and efforts you've earned my business for a long time to come.",2017-07-09
1,281,1,"In Tokyo for a night (~16 hours), stayed at the Hilton in Shinjuku to check it out.",2017-07-09
1,281,2,Was upgraded to an Executive room as a Diamond member.,2017-07-09
1,281,3,Pros: ,2017-07-09
1,281,4,- Room was gargantuan and beautifully appointed - separate living room with leather sectional; bedroom with seating area; amazing views.,2017-07-09
1,281,5,A 5* room.,2017-07-09
1,281,6,"- Executive lounge wasn't overwhelmed - food options at breakfast were decent, not spectacular.",2017-07-09
1,281,7,Would probably try the restaurants instead.,2017-07-09
1,281,8,"For light snack, it was a bit sparse but quiet and comfortable.",2017-07-09
1,281,9,"- Of course, the staff was quite welcoming.",2017-07-09
1,281,10,Got a late checkout.,2017-07-09
1,281,11,"- The health club is solid - 24/7 access, decent equipment.",2017-07-09
1,281,12,"Lots of cardio, weight areas are smallish but workable.",2017-07-09
1,281,13,- Proximity to transit - walk to the Hyatt Regency across the street (about 5 minutes) to get to the subway - Shinjuku lines are ~10 minute walk away.,2017-07-09
1,281,14,Depends what you're carrying and your tolerance for heat.,2017-07-09
1,281,15,Cons,2017-07-09
1,281,16,"- It was a bit of a nuthouse in the lobby - I thought maybe the pricing would keep out the riff raff, but no such luck.",2017-07-09
1,281,17,Lots of loud Americans.,2017-07-09
1,281,18,"I'm American, but not loud...if you're looking to get away, then I guess Shinjuku isn't the right place.",2017-07-09
1,281,19,"Have stayed at the Conrad before, which is much more peaceful.",2017-07-09
1,282,1,The hotel was overall a very excellent hotel.,2017-07-08
1,282,2,"Efficient and kind staff, clean hotel, and an incredible buffet.",2017-07-08
1,282,3,"The hotel also hosts many restaurants that will satisfy your hunger, and a breakfast buffet with great staff that will rush at your assistance.",2017-07-08
1,282,4,"Although, the hotel could change the food menus once in awhile, but other than that the food is great.",2017-07-08
1,282,5,"The rooms are absolutely great, my family was fortunate enough to be served by an excellent hotel manager by the name of Ernesto Bressan, a very kind manager that is a hardworker and goes beyond the call of duty.",2017-07-08
1,282,6,"If you have trouble with anything, just ask for him and he'll solve your problems.",2017-07-08
1,282,7,The maids at the hotel are great and do great jobs cleaning your hotels.,2017-07-08
1,282,8,The rooms with the views are gorgeous as they show the bustling city of Tokyo.,2017-07-08
1,282,9,The toilets at the hotel are quite hilarious but get the job done.,2017-07-08
1,282,10,Cheers to the hotel.,2017-07-08
1,282,11,"I also have to add that when you walk into the hotel, the smell is absolutely fantastic!",2017-07-08
1,282,12,"I can't even explain it in words, it's just so good!",2017-07-08
1,282,13,The hotel has a gym and a pool.,2017-07-08
1,282,14,"The gym has everything you need, training your biceps and core and such.",2017-07-08
1,282,15,The pool also has a view of the city and a window on the top of the roof where you can see the sky.,2017-07-08
1,282,16,"The hotel is very convenient and is around many areas such as Tokyo Station (you will be needing this), restaurants that are fantastic, and walking distance to the Metropolitan Government building where you can access the top floor where you can also see Tokyo, free of charge!",2017-07-08
1,282,17,"So, I highly recommend this hotel if you want a clean, efficient, and world class service hotel.",2017-07-08
1,282,18,You should pick this one.,2017-07-08
1,282,19,Thank you Hilton Tokyo for your tremendously great service!,2017-07-08
1,283,1,Hilton never fails you.,2017-07-08
1,283,2,"Just to add a better service, friendly people and a Great lounge Hilton Tokyo stands out to be on of the best hotel for business.",2017-07-08
1,283,3,There is a family mart and a few coffee places nearby and one a few good fresh seafood restaurants in the vicinity.,2017-07-08
1,283,4,They have their signature cakes ( small and a good gift )different in different Hiltons across Japan.,2017-07-08
1,283,5,The fresh juice and the small bites in the lounge is really good.,2017-07-08
1,283,6,Room is comfortable with a great sauna and steam room.,2017-07-08
1,283,7,Will definitely return and there is a free shuttle to shinjuku station.,2017-07-08
1,284,1,Has become our favorite hotel in Tokyo.,2017-07-08
1,284,2,"Just the right balance of pleasant, unpretentious decor, good food, amazing views.",2017-07-08
1,284,3,Have stayed at more expensive locations that definitely were no more comfortable or gracious,2017-07-08
1,285,1,We were warmly welcome when we checked in after a tiring journey for the whole day.,2017-07-07
1,285,2,"The front office team including Kumagai San, Tanaka San and Kadowaki San, ensured that everything has been taken care of and we totally enjoyed our stay.",2017-07-07
1,285,3,We appreciate the generosity of the whole team in arranging the fine touches in making everything nice and perfect for my spouse and I.,2017-07-07
1,285,4,We also loved the extension of club benefits and the option of the Japanese breakfast for us.,2017-07-07
1,285,5,It is so good that we had it for both days.,2017-07-07
1,285,6,We tried the Junisoh restaurant and the food was heavenly coupled by the extensive selection of drinks.,2017-07-07
1,285,7,They really surprised us with their Teppanyaki cuisine and you have not tried Japanese food till you have tried the options at the Hilton Tokyo.,2017-07-07
1,285,8,The Hilton Tokyo never fails to surprise us at every moment we are there.,2017-07-07
1,285,9,Thank you and we will be back!,2017-07-07
1,286,1,Simply ....a Heaven of Excellence!!!,2017-07-05
1,286,2,Unremarkable service!!!,2017-07-05
1,286,3,To have my birthday (tickets to Tokyo Palace Opera House ) wish fulfilled within 30 minutes of arrival ....was a truly remarkable effort and a special gift for me!,2017-07-05
1,286,4,Treasured memories!!,2017-07-05
1,286,5,Forever!!,2017-07-05
1,287,1,Good hotel location,2017-07-04
1,287,2,Staff very friendly ,2017-07-04
1,287,3,Very clean hotel,2017-07-04
1,287,4,Efficient staff,2017-07-04
1,287,5,Breakfast was not excellent and could be better.,2017-07-04
1,287,6,Preferably a hot bakery should be available.,2017-07-04
1,287,7,"Lunch was nice not great, first day on arrival we wanted to have lunch around 3:00 pm no Resturant was open except the bar and the food there was terrible I think it is a shame to be like this.",2017-07-04
1,288,1,"When we arrived and entered the lobby after a long flight we were greeted with a mass queue to check-in and a noisy, hectic lobby.",2017-07-04
1,288,2,"Not a great first impression, we just wanted to get to our room and get freshened up.",2017-07-04
1,288,3,We stayed in an executive suite and the views of the business district skyscrapers were amazing.,2017-07-04
1,288,4,The room was spacious with a separate lounge area and a nice bathroom/shower with crazy electric toilet.,2017-07-04
1,288,5,"The hotel is ideally located next to a subway stop so easy access to get around the city which we took full advantage of, also nice to go out at night and walk through the business district when its all lit up if your into city scapes.",2017-07-04
1,289,1,We spent 2 days at the Hilton Tokyo on 6/23-25.,2017-07-03
1,289,2,We were in a King room with great views.,2017-07-03
1,289,3,"Room with clean, maybe a little dated (we had come from the Sheraton Grande Tokyo Bay which was almost brand new) Bed was firm.",2017-07-03
1,289,4,"Wished there was coffee in the room, but we found a McDonalds 2 blocks away and a Starbucks nearby so no big deal.",2017-07-03
1,289,5,Walk out front for free shuttle to Shinjuku station.,2017-07-03
1,289,6,"Numerous restaurants and Bars in hotel which always seemed packed, but we never ate at any of them.",2017-07-03
1,289,7,Concierge was helpful with dining suggestions and maps.,2017-07-03
1,290,1,Hilton is one of the two best business hotel in Shinjuku area.,2017-07-03
1,290,2,"Good location, very good staff, good breakfast, good to very good hotel facilities.",2017-07-03
1,290,3,"Standard rooms only decent, exec rooms OK, you'd need a junior suite or better to really enjoy your stay.",2017-07-03
1,290,4,Doesn't come cheap though.,2017-07-03
1,290,5,"Restaurants in 2nd floor convenient, variety and quality of food good, prices very high for what is offered.",2017-07-03
1,291,1,- Very comfortable & clean room (renovated) - good room service - overall good atmosphere of the rooms and reception - a very nice bar to relax after a busy day - great breakfast buffet - very gentle and professional service - location is ideal close to the train station (walking distance) - good airport shuttle,2017-07-03
1,292,1,"This was one of 3 choices we had for our Mongrams tour and I have to say we chose well...this hotel is ideally situated (right by a metro stop!), the service was fabulous and I cannot say enough good things about that wonderful breakfast buffet!",2017-06-30
1,292,2,"We arrived late on a Saturday night, so to awake Sunday to such a glorious spread really helped us shake off our jet lag!",2017-06-30
1,292,3,"The food is delicious (whether you'd like traditional, Japanese or Chinese!) and again, the service was terrific!",2017-06-30
1,292,4,"We stayed for 5 nights and every day explored so much of the city, from this perfect starting point.",2017-06-30
1,292,5,"And then, every night, we returned exhausted from our day and were able to relax in our room and have a wonderful nights' sleep.",2017-06-30
1,292,6,I was very impressed with how well everything went during our stay and credit the hotel's staff for all of their hard work.,2017-06-30
1,292,7,We really enjoyed our stay and if we happen to travel back to Tokyo we would definitely stay here again!!,2017-06-30
1,293,1,Hotel is located in Shinjuku area but away from the bustle.,2017-06-28
1,293,2,Able to walk from hotel to Shinjuku West where the bustle begins.,2017-06-28
1,293,3,Approximately 10mins.,2017-06-28
1,293,4,"Else, you can hop on the hotel shuttle that runs every 20mins to Keio department store.",2017-06-28
1,293,5,Hotel rooms are comfortable.,2017-06-28
1,293,6,Lobby is always crowded..,2017-06-28
1,293,7,seems like many seminars/meetings happen at the hotel during summer.,2017-06-28
1,293,8,"Service is ok, nothing special.",2017-06-28
1,294,1,I stayed at the Hilton Tokyo and had an unforgettable experience.,2017-06-27
1,294,2,The room was quite spacious.,2017-06-27
1,294,3,They got one of those high tech toilets that has water jets splashing.,2017-06-27
1,294,4,Really cool.,2017-06-27
1,294,5,The food at the hotel was quite good also.,2017-06-27
1,294,6,Nice hotel to have a good time,2017-06-27
1,295,1,"It is all fine for overseas travellers to stay in Tokyo, Japan.",2017-06-27
1,295,2,"It is very pleasant and good location in Shinjuku, Tokyo.",2017-06-27
1,295,3,Everything close and convenience to train etc.,2017-06-27
1,295,4,I would like to use this hotel again and again in the future whenever I will bring my overseas wife to Japan.,2017-06-27
1,296,1,I seldom made a comment for a hotel but I need to do it this time.,2017-06-27
1,296,2,We have been suffering from a nightmare with Hilton Tokyo since 25 Jun. The stay is for a birthday celebration for my beloved sister.,2017-06-27
1,296,3,"We checked in late at night, before our sleep we found the ventilation near the door producing weird and annoying noise.",2017-06-27
1,296,4,"We called the guest service hotline for assistance, a staff arrived and ""instructed"" us to turn the air conditioning to the lowest temperature and then highest temperature, ""the sound may disappear if you don't change the temperature"".",2017-06-27
1,296,5,It's a known problem for the hotel and we kept doing this for 3 nights already.,2017-06-27
1,296,6,We still need to stay with such ridiculous problem for 3 more nights which made us sleepless for whole night.,2017-06-27
1,296,7,"Besides, the design of bath room was terrible.",2017-06-27
1,296,8,There's no ventilation inside it that made the floor and everywhere wet and slippery.,2017-06-27
1,296,9,"The glass blocking the bath tub is useless, all water came out to the floor after taking a shower.",2017-06-27
1,296,10,"We had stayed at the nearby Hyatt Regency for a week before, the room size and design was much much better than Hilton.",2017-06-27
1,296,11,I feel regret to have chosen this hotel for such an important trip.,2017-06-27
1,297,1,They provided us very pleasant memories of Tokyo!,2017-06-27
1,297,2,Breakfast was also very good!,2017-06-27
1,297,3,It took about 10 min to walk to the Sinjuku station but there is a shuttle bus so no worries!,2017-06-27
1,297,4,The staffs are amazing and helpful!,2017-06-27
1,298,1,Stayed here for 1 night.,2017-06-26
1,298,2,We took the free Hilton shuttle from Keio Plaza at Shinjuku (look for Bus stop 21).,2017-06-26
1,298,3,Bus driver was helpful with loading my luggage onto the bus.,2017-06-26
1,298,4,"When we arrived at the hotel at noon , I was extremely delighted that we were allowed to check-in early instead of waiting till the official checkin at 3 pm.",2017-06-26
1,298,5,"There was a friendly check-in manager, who spoke excellent English, ushered us to the check-in counter.",2017-06-26
1,298,6,Check-in was quick and efficient and we were given the room key within minutes.,2017-06-26
1,298,7,"As requested, we were given a room on a high floor.",2017-06-26
1,298,8,Didn’t get a great view as the room faced a nearby hospital.,2017-06-26
1,298,9,"However, the room and bathroom were clean, ample and spacious with nice ambient lighting giving me a nice relaxed feel immediately.",2017-06-26
1,298,10,Crabtree & Evelyn toiletries are provided.,2017-06-26
1,298,11,We came down for breakfast buffet in the lobby lounge at about 8.15am which appeared to be the peak period.,2017-06-26
1,298,12,We were quickly shown to our seats.,2017-06-26
1,298,13,"Breakfast buffet consisted of a wide selection of good quality Japanese, Asian, and western cuisine.",2017-06-26
1,298,14,The only hiccup was the coffee machine that broke down but was quickly rectified.,2017-06-26
1,298,15,Disposable cups were provided for those who needed an extra cup of caffeine on the go.,2017-06-26
1,298,16,Shuttle buses to/fro Shinjuku train station take about 6 to 8 minutes (depending on traffic conditions) and make their runs every 20 minutes.,2017-06-26
1,298,17,Airport access is also convenient with the airport limousine bus stops at the hotel.,2017-06-26
1,298,18,"Overall, I found the staff to be pleasant, attentive and approachable – making my short stay a wonderful experience.",2017-06-26
1,298,19,I will definitely make this my hotel of choice when I next visit Tokyo.,2017-06-26
1,299,1,Stayed for one night.,2017-06-26
1,299,2,"Clean, decent hotel.",2017-06-26
1,299,3,No complaints.,2017-06-26
1,299,4,Food was a solid 7.,2017-06-26
1,299,5,Nice views.,2017-06-26
1,299,6,Beautiful dessert buffet.,2017-06-26
1,299,7,Very good concierge serves and friendly staff.,2017-06-26
1,299,8,Would certainly return.,2017-06-26
1,299,9,Recommend to use miles of booking.,2017-06-26
1,300,1,This was the second time we stayed here.,2017-06-25
1,300,2,The location is convenient and the staff were friendly.,2017-06-25
1,300,3,They upgraded us to the executive floor cause we are gold member and the executive lounge was really a splurge.,2017-06-25
1,300,4,The breakfast buffet had huge selection and were delicious!,2017-06-25
1,300,5,We will definitely come back next time when we visit Tokyo.,2017-06-25
