hotel_id,comment_id,sentence_num,sentence,date
1,4,1,This was my first time staying in Hilton Tokyo.,2018-01-09
1,4,2,"Hotel locates in Shinjuku, where it is at a walkable distance from Shinjuku station or there is free shuttle to & fro Shinjuku stat at every 20-mins.",2018-01-09
1,4,3,"Also, you can walk underground from Nishi-Shinjuku or Tochomae station.",2018-01-09
1,4,4,"The housekeeping of room, the service from front desk & the lounge are at Hilton standard.",2018-01-09
1,4,5,The buffet breakfast is the best among all the Hiltons I accommodated.,2018-01-09
1,4,6,"The view from the executive lounge is also amazing, you can see the Mount Fuji when the weather is clear.",2018-01-09
1,5,1,We visited few different hilton hotels.,2018-01-09
1,5,2,My partner and I both surprised the quality and service level from Hilton Tokyo.,2018-01-09
1,5,3,Best friendly staffs ever from our stays.,2018-01-09
1,5,4,The room is tidy and spacious compares to other accomendation in Tokyo.,2018-01-09
1,5,5,Prime location to most of the popular places in Shinjuku.,2018-01-09
1,5,6,Highly Recommended to anyone if you prepare to stay around Shinjuku for couple of days.,2018-01-09
1,6,1,"It is winter in Tokyo and though it is not snowing, it is very cold.",2018-01-08
1,6,2,We have stayed at the Hilton for 5 nights and it has been lovely to return to this warm hotel after a busy day sightseeing.,2018-01-08
1,6,3,The hotel is right above the Nishishinjuku Train station which makes it really convenient to get around.,2018-01-08
1,6,4,The rooms are very nice and the staff were very accommodating to make sure we had an interconnecting room with our sons.,2018-01-08
1,6,5,"The beds are very comfortable, and our bathroom had a lovely deep bath, not to mention state of the art top of the range heated toilet with about 20 buttons!",2018-01-08
1,6,6,The bar has a nice 3 piece band performing most nights and was also a very relaxing place after dinner.,2018-01-08
1,6,7,"The restaurants are expensive, especially for a family of 4, however there are alternatives in a round building next door, and some under the Hilton.",2018-01-08
1,7,1,"The most impressive part of Hilton Tokyo to me was, the property indeed possesses qualities and styles that classic hotels all have, which sometimes often difficult to find from hotels in in Tokyo.",2018-01-07
1,7,2,"Tokyo being very populous and expensive city, many hotels including top notch ones, only occupies top floors of skyscrapers, sharing mid and bottom parts with business offices.",2018-01-07
1,7,3,"However this hotel has its building solely for its own uses, making the hotel feel more like comfortable instant home away from home.",2018-01-07
1,7,4,"This hotel utilizes huge area for executive club lounge which offer panoramic views of Japan including Mt. Fuji and other famous landmarks (I wasn’t very interested much except the Mountain Fuji view but I could definitely tell one of the most valuable assets for the hotel is, good location which provides such good panoramic views in the heart of bustling city)",2018-01-07
1,7,5,"I heard the lounge is always so full, but I was lucky to enjoy good time without crowd, and I took breakfast at lounge all the time despite I heard breakfast restaurants on 1st and 2nd floors provides much more menus.",2018-01-07
1,7,6,"One bad thing was, restaurants the concierge recommended – classic Japanese deep fries course restaurants, wasn’t much to my satisfaction personally.",2018-01-07
1,7,7,"The restaurants had many good reviews from tripadvisor I saw, but my own perception is, anything can taste good if fried and there are too many good stuffs to enjoy with the price of the deep fries course meal- I heard deep fries are one of the high-end meals in Japan, but hope concierge offers more options for the guests who ask for good recommendation.",2018-01-07
1,7,8,"The location is, I wouldn’t say, it is too perfect, because it requires hotel shuttle bus or quick taxi ride from Shinjuku and nearby stations, but the hotel has very good access from both Haneda & Narita airport.",2018-01-07
1,7,9,"I usually do not like taking subways but in Japan, there are almost no options.",2018-01-07
1,7,10,"However, you can take airport limousines from both airports (but it takes bit more than then taking subways), and hotel can book your return bus to airport.",2018-01-07
1,7,11,"The hotel is also easy to go to Ginza, Omotesando, and other popular areas by subway (connected to hotel ground floor).",2018-01-07
1,7,12,"As i heard, the hotel rarely gives gold benefit- anyway, I booked executive rooms because I wanted access to executive lounge as I ways do.",2018-01-07
1,7,13,The hotel say they are always full so I recommend to book the types of rooms you want even if you are a diamond or gold member.,2018-01-07
1,7,14,The hotel seems busy all the time indeed.,2018-01-07
1,7,15,I would definitely consider being there again.,2018-01-07
1,7,16,"(some of reviews I studied before my trip had, some staffs are not very nice but for my stay, most staffs were very professional and nice, and provided excellent service with feeling of hospitality).",2018-01-07
1,8,1,"Simply a phenomenal Hilton property, the property is maintained to the highest standards and is immaculate.",2018-01-06
1,8,2,"The suites are large, wonderfully designed, great showers, overall a five star experience.",2018-01-06
1,8,3,"The exec lounge is one of the best on the globe, excellent assortment and best in class.",2018-01-06
1,8,4,Stay here with confidence.,2018-01-06
1,9,1,We just spent 5 nights at the hotel in two rooms and it was excellent.,2018-01-06
1,9,2,The location and shuttle service to Shinjuku really makes the place special.,2018-01-06
1,9,3,Breakfast in the marble lounge is a real treat with a massive variety of items to chose from.,2018-01-06
1,9,4,The executive lounge is outstanding and I felt like they really respected my diamond status with Hilton and I would like to personally thank all of the staff in the executive lounge for such incredible service and providing us with wonderful rooms.,2018-01-06
1,9,5,They remember your name when you walk in and even remember how you like your coffee.,2018-01-06
1,9,6,The main concierges are also very helpful and kind.,2018-01-06
1,9,7,Even the staff working the motor court and shuttle are so friendly and helpful.,2018-01-06
1,10,1,"We stayed at the Hilton for 5 days over the New Year period, the busiest tourist sean in Japan.",2018-01-05
1,10,2,Arriving on an early morning flight from Sydney we were offered an early room at 8am (not the room we booked but happy to take a room with twin beds to get early access at no cost).,2018-01-05
1,10,3,The hotel was booked out but managed very well to deal with the high volume.,2018-01-05
1,10,4,We had access to the lounge (being diamond members) which had good food and drinks and an amazing view of Mt Fuji.,2018-01-05
1,10,5,We used their shuttle bus to Shinkuju station but its an easy walk (we bused it due to the cold).,2018-01-05
1,10,6,We were offerred a traditional Japanese breakfast in a small room on the 2nd floor which was lovely.,2018-01-05
1,10,7,"There are a number of dining options in the hotel, we ate in the buffet once (ok, not brilliant) and the St George's bar (warning- they smoke in the bar) which had live jazz music each night.",2018-01-05
1,10,8,"They have a gorgeous patisserie to buy take away cakes, highly recommended.",2018-01-05
1,10,9,Didn't use the fitness centre or pool but both looked good.,2018-01-05
1,10,10,Room was a good size (more than enough room for two large suitcases).,2018-01-05
1,10,11,Has a fridge and coffee making.,2018-01-05
1,10,12,"Very quiet, didn't hear any noise from adjoining rooms.",2018-01-05
1,10,13,We used our Hilton Honors points so this wonderful stay was free other than food and incidentals.,2018-01-05
1,10,14,Have stsyed before and would stay again.,2018-01-05
1,11,1,I had stayed at Hilton Tokyo for 3 nights and I must say it was truly a pleasure.,2018-01-05
1,11,2,The staff are extremely friendly and most of them can speak English fluently.,2018-01-05
1,11,3,The rooms are quite large and absolutely spotless.,2018-01-05
1,11,4,Their restaurants provide mouthwatering food that makes you come back crawling for more and don't get me started on their Strawberry Buffet it has everything from cakes to chocolate fountains.,2018-01-05
1,11,5,It was truly a extraordinary experience and would definitely recommend it to anyone who wants a comfortable stay.,2018-01-05
1,11,6,100% confident I'm coming back.,2018-01-05
1,12,1,"This hotel is very well located, the rooms are spacious and clean and the staff is just great.",2018-01-04
1,12,2,"In particular, Mr Yuhsuke Kasano, Duty Manager, was very accommodating and wanted to make sure that we were satisfied with our stay and that our room and experience met our expectations.",2018-01-04
1,12,3,Our experience could have been very different but this gentleman took good care of us.,2018-01-04
1,12,4,I would recommend this hotel to anyone visiting Tokyo for the first time or repeat visitors.,2018-01-04
1,12,5,The concierge staff was also pleasant and accommodating.,2018-01-04
1,12,6,Overall great experience.,2018-01-04
1,13,1,First time in Tokyo and this was a Great place to explore the city from.,2018-01-03
1,13,2,"Convenient to subways, shopping, and food!",2018-01-03
1,13,3,The rooms were very clean and the hotel has nice amenities as well as a really cool view!,2018-01-03
1,14,1,This hotel was more suitable for business oriented people than for a family of 5 like us.,2018-01-03
1,14,2,"Apart from the awkward location, we still like the hotel for their people and service.",2018-01-03
1,14,3,They are so polite and nice.,2018-01-03
1,15,1,Spent 5 evenings during Christmas at Hilton Shinjuku.,2018-01-03
1,15,2,"Overall it was a good experience with efficient check-in/check-out process, convenient location to main shopping areas / restaurants / subway stations.",2018-01-03
1,15,3,Staff was friendly and speaks good English.,2018-01-03
1,15,4,The only improvement point was the housekeeping service.,2018-01-03
1,15,5,The daily make-up room service was rather late (usually came around 3pm to 4pm) and the cleaning was not thorough.,2018-01-03
1,15,6,Used utilities and vanity kits were sometimes not refilled and the bathroom could be cleaner (especially the floor).,2018-01-03
1,16,1,A great hotel to stay in Tokyo.,2018-01-02
1,16,2,Very well appointed rooms with an excellent club lounge.,2018-01-02
1,16,3,Stay in the higher rooms but it is a very close mfortable hotel for a family in a very handy location.,2018-01-02
1,16,4,We stayed in the newer rooms so ask for them when booking.,2018-01-02
1,17,1,This is a huge hotel and we were there at an incredibly busy time over new year.,2018-01-02
1,17,2,There were issues we faced and they brought my rating down.,2018-01-02
1,17,3,The physical hotel is nice.,2018-01-02
1,17,4,"Standard rooms are comfortable and whilst bathrooms are small with showers in the tub, they certainky worked well and were clean.",2018-01-02
1,17,5,"Service is where it becomes hit and miss and it seems the excuse is ""It's a big hotel"".",2018-01-02
1,17,6,Gold upgrade not provided.,2018-01-02
1,17,7,I can understand during busy periods however I believe the reason why they couldn't accomodate us was simply that they don't plan properly and advised me they totally ignore the online check in.,2018-01-02
1,17,8,"Why ask guests to check in, what time they will arrive and also confirm that early check in which provides room assignment automatically (and gave me no choice) will not impact upgrades.",2018-01-02
1,17,9,When i arrived I was offered a twin upgrade after booking a king with a confirmed kids bed.,2018-01-02
1,17,10,"I was told that I had selected a room already (complete contradiction to the online system), I was told one cannot book extra beds (it in facts states you must when booking) and when I challenged this I was asked to prove it which I did.",2018-01-02
1,17,11,I was then told if we keep the standard king room then we wouldn't be entitled to lounge access and breakfast.,2018-01-02
1,17,12,All in all not a good start.,2018-01-02
1,17,13,"Basically in the end they ""generously"" offered ""something they never do"" which was lounge access.",2018-01-02
1,17,14,What I feel is a gold card entitlement.,2018-01-02
1,17,15,After all this they then said they were moving us to a different room which was a little more spacious.,2018-01-02
1,17,16,What I don't understand is how then they managed to get the extra bed into the room in the minutes it took us to get upstairs.,2018-01-02
1,17,17,Something was off.,2018-01-02
1,17,18,They had said they would send up amenities For the extra person with the bed.,2018-01-02
1,17,19,We waited 2.5 hours until 10pm to get a bath towel.,2018-01-02
1,17,20,The whole thing felt sordid.,2018-01-02
1,17,21,This was followed by concierge failing to assist effectively with restaurant reservations leaving us stranded and forced to eat in a smokey Hilton restaurant that was like a zoo with very average food and highly over priced.,2018-01-02
1,17,22,"There were too many dropped balls and the underlying issue seemed to be that everyone wanted to argue about everything rather than take responsibility and make it right, as the promised.",2018-01-02
1,17,23,Room service was awful with poorly cooked food.,2018-01-02
1,17,24,Cold fries and 90 minutes to eventually recieve over priced but edible food.,2018-01-02
1,17,25,Again they new there were issues as they had to replace food twice yet no one made it right.,2018-01-02
1,17,26,They tried on check out but that's too late.,2018-01-02
1,17,27,"I have had too many sub par experiences with Hilton who it seems are struggling world wide to compete in terms of service and the ""make it right"" philosophy is great if delivered on.",2018-01-02
1,17,28,It's a shame as the hotel has all the makings of a great experience but in all honesty the team need to stand up and be responsible for the short comings.,2018-01-02
1,18,1,Stayed here for business.,2018-01-01
1,18,2,The staff was friendly.,2018-01-01
1,18,3,The breakfast was one of the best I have had.,2018-01-01
1,18,4,The food options were amazing.,2018-01-01
1,18,5,"The rooms were clean and plush, although a tad small by American standards.",2018-01-01
1,18,6,The bathroom shower/tub/steam combo was lovely.,2018-01-01
1,18,7,Suggest reserving rooms well in advance.,2018-01-01
1,18,8,I had one small hiccup where I tried to extend my stay by 1 night.,2018-01-01
1,18,9,"After checking with hotel front desk staff numerous times, and being told hotel was sold out, I discovered rooms were available online.",2018-01-01
1,18,10,"When I checked with the front desk, they confirmed I could stay one additional night at DOUBLE my nightly rate.",2018-01-01
1,18,11,"I had to switch hotels to the Westin, which was amazing but across town.",2018-01-01
1,18,12,"The hotel is in a nice neighborhood, has close access to the subway system and is walking distance to parks, etc.",2018-01-01
1,18,13,Great stay.,2018-01-01
1,19,1,I had tried to call in earlier and requested to have a higher floor for my junior suite.,2018-01-01
1,19,2,Was told it was subjected to availability.,2018-01-01
1,19,3,"On my arrival, I was told that there are no rooms on higher floor available as I’ve book for a week and they don’t have any room on a high floor.",2018-01-01
1,19,4,Instead I was put on a very low floor with no privacy.,2018-01-01
1,19,5,"It was obvious that the room was not used for a long time, my sensitive nose was sneezing all the way when I was in the room.",2018-01-01
1,19,6,Had to resort to wearing mask in the room.,2018-01-01
1,19,7,Terrible experience.,2018-01-01
1,20,1,I simply loved this hotel .,2017-12-31
1,20,2,We stayed here for the New Years this year and we had a great time .,2017-12-31
1,20,3,The staff are really friendly and helpful and the hotel really clean and spacious .,2017-12-31
1,20,4,Our room was amazing with an amazing view .,2017-12-31
1,20,5,I really recommend this hotel for your visit to Tokyo great place and great location .,2017-12-31
1,21,1,Excellent location.,2017-12-31
1,21,2,Beautiful views of the cities.,2017-12-31
1,21,3,Great staffs service.,2017-12-31
1,21,4,I wouldn’t stay anywhere else when I visit Tokyo.,2017-12-31
1,21,5,Thank you Hilton Honor Members service.,2017-12-31
1,21,6,Hilton has done a great job in this facility.,2017-12-31
1,22,1,Fantastic all round.,2017-12-31
1,22,2,Will go back.,2017-12-31
1,22,3,Shuttle fabulous although the walk to Shinjuku is about the same - great location.,2017-12-31
1,22,4,"Happy, dedicated staff who are professional and lovely people.",2017-12-31
1,22,5,"For the high prices you pay anywhere in this area of Tokyo, the Hilton was definitely the best choice.",2017-12-31
1,23,1,"With so many great options to choose from in a massive city like Tokyo, this hotel is a great option.",2017-12-31
1,23,2,"From its newly remodeled rooms, to its convenient location to vibrant Shinjuku, and direct train access, it’s a winner for sure!",2017-12-31
1,23,3,My opinion is also based on the fact that we had a lovely good sized suite with a decent view and nicely appointed.,2017-12-31
1,23,4,While the bathtub was small and deep the shower made up for it.,2017-12-31
1,23,5,The sliding door between the bedroom and living room also made it comfortable and more private for us traveling with our kid.,2017-12-31
1,23,6,"We had access to the Executive Lounge which always proves useful for less crowded breakfasts, lunch snacks (which we were never around for) and pre-dinner drinks and light food which was great though we were rarely back early enough to truly utilize this.",2017-12-31
1,23,7,"The amenities were all good including the pool, spa and gym.",2017-12-31
1,23,8,"There is one absolutely massive downside to the hotel and that is undoubtedly it restaurants, which while they seem to be very nice, the prices are simply outrageous and unjustifiable.",2017-12-31
1,23,9,We ended up eating outside of the hotel and on several occasions at competing properties which offered equally good options and normal prices.,2017-12-31
1,23,10,"An extra appreciation to Kasano the duty manager when we checked in who was exceptional, accommodating and went the extra mile to ensure we had a great stay.",2017-12-31
1,24,1,The room was clean.,2017-12-30
1,24,2,Bathroom was really small.,2017-12-30
1,24,3,"I stayed with my family ( 2 Adult,1 Youth, 1 6yr old ).",2017-12-30
1,24,4,We were given 2 single beds.,2017-12-30
1,24,5,Housekeeping took 58 seconds to respond to my call.,2017-12-30
1,24,6,The front desk people could speak fluent English.,2017-12-30
1,25,1,Their japanese breakfast was amazing.,2017-12-28
1,25,2,The hotel staff were all very accommodating and attentive.,2017-12-28
1,25,3,Convenient location.,2017-12-28
1,25,4,Overall it's a very nice hotel but the bathrooms need a bit of upgrade.,2017-12-28
1,25,5,Would come back again.,2017-12-28
1,26,1,Hilton Tokyo is always great!,2017-12-27
1,26,2,It was greater X'mas season than always.,2017-12-27
1,26,3,"Also, in winter, we can see the beautiful Mt. Fuji from the executive lounge.",2017-12-27
1,26,4,I was very satisfied with this stay of Hilton Tokyo.,2017-12-27
1,27,1,I just got back from a wonderful 5 nights stay at Hilton Tokyo.,2017-12-27
1,27,2,This was our first time and it will not be our last!,2017-12-27
1,27,3,"Every thing from check-in to check-out was top-notch, the restaurants are some of the best I have seen in any hotel.",2017-12-27
1,27,4,"We invaded the counter at the Zatta bar and the Frenchie bartender handled our group of twenty perfectly,",2017-12-27
1,27,5,Good job !,2017-12-27
1,27,6,Ken F.,2017-12-27
1,28,1,I stayed here for two nights on business.,2017-12-26
1,28,2,First impression was “uh oh - this is a zoo” as the lobby was very busy.,2017-12-26
1,28,3,"However, don’t worry as soon as you approach the desk, calm, friendliness and efficiency take over and from then on the experience was completely perfect.",2017-12-26
1,28,4,The front desk was helpful and friendly.,2017-12-26
1,28,5,I was upgraded to a room with executive lounge access (Hilton Honors) and allowed to check in early.,2017-12-26
1,28,6,"The executive lounge was perfect with a great view of Fuji San. It was a lovely place to work, with nice food.",2017-12-26
1,28,7,I noticed that it was also great with kids.,2017-12-26
1,28,8,"If you are able to get Executive Lounge access, breakfast is stunning - either a nice buffet or an incredible full Japanese breakfast.",2017-12-26
1,28,9,If you don’t get Executive Lounge access no matter as there is a very nice lobby lounge (good hot chocolate) and a wide number of very good restaurants and bar.,2017-12-26
1,28,10,"I visited the cocktail bar, which was cozy and stylish.",2017-12-26
1,28,11,"There is a good gym, with the usual equipment and some I hadn’t seen before.",2017-12-26
1,28,12,The hotel is in the Skyscraper district of Shinjuku.,2017-12-26
1,28,13,"I got lost in Shinjuku the first time, although there is a free shuttle to the hotel that I could have used.",2017-12-26
1,28,14,Shinjuku is crazy ....,2017-12-26
1,28,15,but amazing.,2017-12-26
1,28,16,The hotel is in the “relatively quiet” part.,2017-12-26
1,28,17,Excellent hotel in Tokyo.,2017-12-26
1,28,18,Good place to stay on business but would be more than happy to stay there on vacation too.,2017-12-26
1,29,1,Went with family and stayed 3 nights.,2017-12-26
1,29,2,Overall was happy with hotel and would recommend.,2017-12-26
1,29,3,Location for the hotel is good and you can access the Maranouchi underground line from hotel.,2017-12-26
1,29,4,Shinjuku station is a short walk away.,2017-12-26
1,29,5,Lots to see an do around the station especially on the east side.,2017-12-26
1,29,6,Added bonus is shuttle that runs from the station to the hotel - very handy when hauling baggage.,2017-12-26
1,29,7,Facilities in the hotel are good and the buffet breakfast is good with a mixture of western and local dishes.,2017-12-26
1,29,8,Recommended,2017-12-26
1,30,1,Great place to stay if you want a western-style hotel.,2017-12-26
1,30,2,"Spacious rooms, great staff service and concierge service.",2017-12-26
1,30,3,"After staying in some smallish rooms, it was a nice break to have the room to spread out.",2017-12-26
1,30,4,Restaurants are expensive for average food.,2017-12-26
1,31,1,The hotel offers spacious room with good amenity.,2017-12-25
1,31,2,The location is a bit away from city center of Shinjuku but within walking distance.,2017-12-25
1,31,3,Staff are quite nice but there are also room for improvement especially in the Bell Area.,2017-12-25
1,32,1,We stayed there right before Christmas and it was very busy.,2017-12-23
1,32,2,As Gold members we where upgraded to an Executive floor and had access to the lounge.,2017-12-23
1,32,3,Very friendly service and they went our of their way to make our stay great!,2017-12-23
1,32,4,Rooms are very nicely done and the lounge is very good.,2017-12-23
1,32,5,"Great hotel not quite at the luxury level of Park Hyatt, Andaz and Conrad but at a much better price point.",2017-12-23
1,32,6,Highly recommended!!,2017-12-23
1,33,1,We were given a twin room for our family of four with children.,2017-12-22
1,33,2,"The room given was spacious, new or at least very well maintained.",2017-12-22
1,33,3,The check-in process was smooth and courteous.,2017-12-22
1,33,4,The concierge service was pleasant.,2017-12-22
1,33,5,Please keep it up.,2017-12-22
1,34,1,A very pleasant stay in Hilton Hotel Tokyo.,2017-12-22
1,34,2,This was a honeymoon stay in Hilton Hotel Tokyo's King Deluxe stay.,2017-12-22
1,34,3,Upon arrival we were greeted by the hotel manager Ernesto Bressan and Rinna Kato and they have made special arrangement for us to celebrate our honeymoon.,2017-12-22
1,34,4,The overall experience during the stay is excellent and we are looking for our next trip to Tokyo to stay in the same hotel again.,2017-12-22
1,35,1,Everything was to the expectations or above.,2017-12-21
1,35,2,The airport limousine (bus) is an easy and affordable way to make the journey from Narita to the hotel (prepare for 2 hour trip).,2017-12-21
1,35,3,Jr suite on 36th floor was superb - excellent cleanliness/decor.,2017-12-21
1,35,4,Also the bed & linen were second to none.,2017-12-21
1,35,5,Breakfast included and of really good quality.,2017-12-21
1,35,6,Would highly recommend.,2017-12-21
1,36,1,You can't beat Japanese hospitality and this hotel lives up to it's reputation.,2017-12-20
1,36,2,"Wonderful views, perfect service, exceptional rooms and a central location.",2017-12-20
1,36,3,Attention to every detail is applied from when you check in to when you leave.,2017-12-20
1,36,4,Will definitely return back in the future,2017-12-20
1,37,1,"We stayed 3 nights for holidays, Hilton is busy hotel but check in and check out is smooth on my stay.",2017-12-20
1,37,2,The room size is average but the cleanliness is excellent.,2017-12-20
1,37,3,The bed is comfortable and we can sleep very well.,2017-12-20
1,37,4,I like the amenities and the vanity kit come with rubber band is very thoughtful.,2017-12-20
1,37,5,The shuttle bus that operate 20 minutes per trip to Shinjuku station is very convenience and the driver is very helpful and in good manner.,2017-12-20
1,37,6,"The LF restaurant provides many variety and good breakfast from Japanese food, congee and western bacon, many types of dessert and beverages too.",2017-12-20
1,37,7,The gym operate 24 hours is a plus point for my hubby .,2017-12-20
1,37,8,We definitely will come back!,2017-12-20
1,38,1,"The hotel is lovely with beautiful decorations and nice, clean rooms.",2017-12-19
1,38,2,"Everything is available for you and should you need to call upon the staff, I found them all to be very helpful.",2017-12-19
1,38,3,The gym isn't very large but there's also a pool (which I'm not sure is open year round).,2017-12-19
1,38,4,"It's certainly a popular hotel, especially around the holidays, and one of the managers told me they are booked almost full through 2020 (as per the upcoming sports events and Olympics).",2017-12-19
1,38,5,"So as it is recommended, know that you'll need to book in advance (including one of the dining rooms, seems to be a popular place for locals to have a nice meal).",2017-12-19
1,38,6,I've come here a few times for work and it was always busy so they're managing to keep a good amount of clientele.,2017-12-19
1,39,1,"Frm narita,da buz service stopz @ hilton tokyo...itz veri convienent and easy.",2017-12-17
1,39,2,Hilton staff has bin helpful in arranging and directing about the departure to narita on the return leg.,2017-12-17
1,39,3,Hilton tokyo is also near train station.,2017-12-17
1,39,4,"Da only thing iz,its noisy coz near police station and next to hospital",2017-12-17
1,40,1,"Had a great time in Tokyo and the Hilton was an excellent home base, great central location, great rooms, but best of all excellent staff who are very helpful and made the family feel at home, especially the executive lounge team.",2017-12-17
1,41,1,This is a large and busy hotel with crowds everywhere and at all times of day.,2017-12-16
1,41,2,"If you're looking for omotenashi, then this is definitely not the place where you can find it.",2017-12-16
1,41,3,"If you wish to remain anonymous and feel like you are nothing but a room number, then this is the perfect place for you.",2017-12-16
1,41,4,"I was assigned one of the rooms that were not renovated and it was dark and dated, nothing like the photos on their website.",2017-12-16
1,41,5,Breakfast in the main restaurant had great variety but the hostesses always wore sour faces and didn't seem very happy to see us.,2017-12-16
1,41,6,"The service staff was much nicer but service was just as awful, it was clear that they were shorthanded.",2017-12-16
1,41,7,"If you have access, then breakfast in the Executive Lounge is the way to go, way more peaceful and not that much difference in selection and variety.",2017-12-16
1,41,8,"Japanese breakfast at Junisoh was a great experience too, definitely a must try if you have access.",2017-12-16
1,41,9,Executive Lounge was another disappointment.,2017-12-16
1,41,10,Service during Breakfast hours was great and the staff was very friendly and helpful.,2017-12-16
1,41,11,"Came the afternoon and evening though, it felt like a completely different place.",2017-12-16
1,41,12,It was an absolute madhouse every evening with increasingly boisterous crowds.,2017-12-16
1,41,13,I didn't get what the draw was since the offerings were very poor for Asian standards.,2017-12-16
1,41,14,The staff also seemed to have given up trying to provide any kind of basic service in the evenings.,2017-12-16
1,41,15,"Thankfully, the hotel does provide a special private lounge down the hall from the main lounge to qualified guests.",2017-12-16
1,41,16,"The staff didn't proactively advertise about the existence of this private lounge though, even to qualified guests, so make sure to ask the staff about it if you are qualified.",2017-12-16
1,41,17,Overall the whole experience was very underwhelming.,2017-12-16
1,41,18,I will not recommend the hotel unless you are a Gold or Diamond Hilton Honors member for which you will get additional benefits.,2017-12-16
1,41,19,"For everyone else, I imagine there are much better options for this price point.",2017-12-16
1,42,1,A got a flash sale and stayed in the Executive Junior Suite.,2017-12-13
1,42,2,I had access to Executive Lounge and Restaurants where the meals were excellent.,2017-12-13
1,42,3,Staff were extremely efficient and polite they were extra attentive which can from the Executive pass.,2017-12-13
1,42,4,The room was very nice and huge.,2017-12-13
1,42,5,Housekeeping was excellent and I couldnot fault.,2017-12-13
1,42,6,If you can catch a flash sale during your stay it is soooooo worth it.,2017-12-13
