hotel_id,username,language,comment_id,comment,score,date
1,REDACTED,en,19,"I had tried to call in earlier and requested to have a higher floor for my junior suite. Was told it was subjected to availability. On my arrival, I was told that there are no rooms on higher floor available as I’ve book for a week and they don’t have any room on a high floor. Instead I was put on a very low floor with no privacy. It was obvious that the room was not used for a long time, my sensitive nose was sneezing all the way when I was in the room. Had to resort to wearing mask in the room. Terrible experience.",1,2018/01/01
1,REDACTED,en,20,I simply loved this hotel . We stayed here for the New Years this year and we had a great time . The staff are really friendly and helpful and the hotel really clean and spacious . Our room was amazing with an amazing view . I really recommend this hotel for your visit to Tokyo great place and great location .,5,2017/12/31
1,REDACTED,en,21,Excellent location. Beautiful views of the cities. Great staffs service. I wouldn’t stay anywhere else when I visit Tokyo. Thank you Hilton Honor Members service. Hilton has done a great job in this facility.,5,2017/12/31
1,REDACTED,en,22,"Fantastic all round. Will go back. Shuttle fabulous although the walk to Shinjuku is about the same - great location. Happy, dedicated staff who are professional and lovely people. For the high prices you pay anywhere in this area of Tokyo, the Hilton was definitely the best choice.",5,2017/12/31
1,REDACTED,en,23,"With so many great options to choose from in a massive city like Tokyo, this hotel is a great option. From its newly remodeled rooms, to its convenient location to vibrant Shinjuku, and direct train access, it’s a winner for sure!

My opinion is also based on the fact that we had a lovely good sized suite with a decent view and nicely appointed. While the bathtub was small and deep the shower made up for it. The sliding door between the bedroom and living room also made it comfortable and more private for us traveling with our kid.

We had access to the Executive Lounge which always proves useful for less crowded breakfasts, lunch snacks (which we were never around for) and pre-dinner drinks and light food which was great though we were rarely back early enough to truly utilize this.

The amenities were all good including the pool, spa and gym.

There is one absolutely massive downside to the hotel and that is undoubtedly it restaurants, which while they seem to be very nice, the prices are simply outrageous and unjustifiable. We ended up eating outside of the hotel and on several occasions at competing properties which offered equally good options and normal prices. 

An extra appreciation to Kasano the duty manager when we checked in who was exceptional, accommodating and went the extra mile to ensure we had a great stay.",5,2017/12/31
1,REDACTED,en,24,"The room was clean. Bathroom was really small. I stayed with my family ( 2 Adult,1 Youth, 1 6yr old ). We were given 2 single beds. Housekeeping took 58 seconds to respond to my call. The front desk people could speak fluent English.",4,2017/12/30
1,REDACTED,en,25,Their japanese breakfast was amazing. The hotel staff were all very accommodating and attentive. Convenient location. Overall it's a very nice hotel but the bathrooms need a bit of upgrade. Would come back again.,5,2017/12/28
1,REDACTED,en,26,"Hilton Tokyo is always great! It was greater X'mas season than always. Also, in winter, we can see the beautiful Mt. Fuji from the executive lounge. I was very satisfied with this stay of Hilton Tokyo.",5,2017/12/27
1,REDACTED,en,27,"I just got back from a wonderful 5 nights stay at Hilton Tokyo. This was our first time and it will not be our last! 

Every thing from check-in to check-out was top-notch, the restaurants are some of the best I have seen in any hotel. We invaded the counter at the Zatta bar and the Frenchie bartender handled our group of twenty perfectly,

Good job !

Ken F.",5,2017/12/27
1,REDACTED,en,28,"I stayed here for two nights on business. First impression was “uh oh - this is a zoo” as the lobby was very busy. However, don’t worry as soon as you approach the desk, calm, friendliness and efficiency take over and from then on the experience was completely perfect.

The front desk was helpful and friendly. I was upgraded to a room with executive lounge access (Hilton Honors) and allowed to check in early. The executive lounge was perfect with a great view of Fuji San. It was a lovely place to work, with nice food. I noticed that it was also great with kids.

If you are able to get Executive Lounge access, breakfast is stunning - either a nice buffet or an incredible full Japanese breakfast.

If you don’t get Executive Lounge access no matter as there is a very nice lobby lounge (good hot chocolate) and a wide number of very good restaurants and bar. I visited the cocktail bar, which was cozy and stylish. There is a good gym, with the usual equipment and some I hadn’t seen before.

The hotel is in the Skyscraper district of Shinjuku. I got lost in Shinjuku the first time, although there is a free shuttle to the hotel that I could have used. Shinjuku is crazy .... but amazing. The hotel is in the “relatively quiet” part.

Excellent hotel in Tokyo. Good place to stay on business but would be more than happy to stay there on vacation too.



",5,2017/12/26
1,REDACTED,en,29,"Went with family and stayed 3 nights. Overall was happy with hotel and would recommend. 

Location for the hotel is good and you can access the Maranouchi underground line from hotel. Shinjuku station is a short walk away. Lots to see an do around the station especially on the east side. Added bonus is shuttle that runs from the station to the hotel - very handy when hauling baggage. 

Facilities in the hotel are good and the buffet breakfast is good with a mixture of western and local dishes. 

Recommended",4,2017/12/26
1,REDACTED,en,30,"Great place to stay if you want a western-style hotel. Spacious rooms, great staff service and concierge service. After staying in some smallish rooms, it was a nice break to have the room to spread out. Restaurants are expensive for average food.",5,2017/12/26
1,REDACTED,en,31,The hotel offers spacious room with good amenity. The location is a bit away from city center of Shinjuku but within walking distance. Staff are quite nice but there are also room for improvement especially in the Bell Area.,4,2017/12/25
1,REDACTED,en,32,"We stayed there right before Christmas and it was very busy. As Gold members we where upgraded to an Executive floor and had access to the lounge.
Very friendly service and they went our of their way to make our stay great!
Rooms are very nicely done and the lounge is very good.
Great hotel not quite at the luxury level of Park Hyatt, Andaz and Conrad but at a much better price point.
Highly recommended!!",5,2017/12/23
1,REDACTED,en,33,"We were given a twin room for our family of four with children. The room given was spacious, new or at least very well maintained. The check-in process was smooth and courteous. The concierge service was pleasant. Please keep it up.",4,2017/12/22
1,REDACTED,en,34,A very pleasant stay in Hilton Hotel Tokyo. This was a honeymoon stay in Hilton Hotel Tokyo's King Deluxe stay. Upon arrival we were greeted by the hotel manager Ernesto Bressan and Rinna Kato and they have made special arrangement for us to celebrate our honeymoon. The overall experience during the stay is excellent and we are looking for our next trip to Tokyo to stay in the same hotel again.,5,2017/12/22
1,REDACTED,en,35,Everything was to the expectations or above. The airport limousine (bus) is an easy and affordable way to make the journey from Narita to the hotel (prepare for 2 hour trip). Jr suite on 36th floor was superb - excellent cleanliness/decor. Also the bed & linen were second to none. Breakfast included and of really good quality. Would highly recommend.,5,2017/12/21
1,REDACTED,en,36,"You can't beat Japanese hospitality and this hotel lives up to it's reputation. Wonderful views, perfect service, exceptional rooms and a central location. Attention to every detail is applied from when you check in to when you leave. Will definitely return back in the future",5,2017/12/20
1,REDACTED,en,37,"We stayed 3 nights for holidays, Hilton is busy hotel but check in and check out is smooth on my stay.

The room size is average but the cleanliness is excellent. The bed is comfortable and we can sleep very well.

I like the amenities and the vanity kit come with rubber band is very thoughtful. 


The shuttle bus that operate 20 minutes per trip to Shinjuku station is very convenience and the driver is very helpful and in good manner.

The LF restaurant provides many variety and good breakfast from Japanese food, congee and western bacon, many types of dessert and beverages too.

The gym operate 24 hours is a plus point for my hubby .

We definitely will come back!",4,2017/12/20
1,REDACTED,en,38,"The hotel is lovely with beautiful decorations and nice, clean rooms. Everything is available for you and should you need to call upon the staff, I found them all to be very helpful. The gym isn't very large but there's also a pool (which I'm not sure is open year round). It's certainly a popular hotel, especially around the holidays, and one of the managers told me they are booked almost full through 2020 (as per the upcoming sports events and Olympics). So as it is recommended, know that you'll need to book in advance (including one of the dining rooms, seems to be a popular place for locals to have a nice meal). I've come here a few times for work and it was always busy so they're managing to keep a good amount of clientele.",5,2017/12/19
1,REDACTED,en,39,"Frm narita,da buz service stopz @ hilton tokyo...itz veri convienent and easy. Hilton staff has bin helpful in arranging and directing about the departure to narita on the return leg. Hilton tokyo is also near train station. Da only thing iz,its noisy coz near police station and next to hospital",4,2017/12/17
1,REDACTED,en,40,"Had a great time in Tokyo and the Hilton was an excellent home base, great central location, great rooms, but best of all excellent staff who are very helpful and made the family feel at home, especially the executive lounge team.
",5,2017/12/17
1,REDACTED,en,41,"This is a large and busy hotel with crowds everywhere and at all times of day. If you're looking for omotenashi, then this is definitely not the place where you can find it. If you wish to remain anonymous and feel like you are nothing but a room number, then this is the perfect place for you.

I was assigned one of the rooms that were not renovated and it was dark and dated, nothing like the photos on their website. Breakfast in the main restaurant had great variety but the hostesses always wore sour faces and didn't seem very happy to see us. The service staff was much nicer but service was just as awful, it was clear that they were shorthanded. If you have access, then breakfast in the Executive Lounge is the way to go, way more peaceful and not that much difference in selection and variety. Japanese breakfast at Junisoh was a great experience too, definitely a must try if you have access.

Executive Lounge was another disappointment. Service during Breakfast hours was great and the staff was very friendly and helpful. Came the afternoon and evening though, it felt like a completely different place. It was an absolute madhouse every evening with increasingly boisterous crowds. I didn't get what the draw was since the offerings were very poor for Asian standards. The staff also seemed to have given up trying to provide any kind of basic service in the evenings.

Thankfully, the hotel does provide a special private lounge down the hall from the main lounge to qualified guests. The staff didn't proactively advertise about the existence of this private lounge though, even to qualified guests, so make sure to ask the staff about it if you are qualified.

Overall the whole experience was very underwhelming. I will not recommend the hotel unless you are a Gold or Diamond Hilton Honors member for which you will get additional benefits. For everyone else, I imagine there are much better options for this price point.",3,2017/12/16
1,REDACTED,en,42,"A got a flash sale and stayed in the Executive Junior Suite. I had access to Executive Lounge and Restaurants where the meals were excellent. Staff were extremely efficient and polite they were extra attentive which can from the Executive pass. 
The room was very nice and huge. Housekeeping was excellent and I couldnot fault.
If you can catch a flash sale during your stay it is soooooo worth it.
I thoroughly enjoyed my stay at the Hilton and will stay again if I can get the opportunity again.
Wendy",5,2017/12/13
1,REDACTED,en,43,"Next to the metro station, walking distance to downtown and several shopping and restaurant area. In basement of hotel there is also a supermarket located , little shops, coffee shop, atm machine, beauty salon, entrance vase exchange machine. 2 nd floor nice bar. Fitness open 24 h.",5,2017/12/12
1,REDACTED,en,44,"The concierge has offered wonderful service for our restaurants booking with detailed follow-up and on the day reminders by email and phone calls. We also got good guidance for transportation arrangements to some of the scenic spots and an onsen hotel in Gunma. This is very helpful. 

Despite there was a miscommunication in our booking to Sushiyanashi Jiro Honten in Ginza, we were able to enjoy the sushi dinner coupled with a little surprise gift from Sato san and her follow-up when we returned to the hotel that evening. We appreciate your efforts.

One improvement is the glass shield in the bath tube which caused a big problem whenever we have shower, the water kept flowing from the bottom of the shield (where there is a gap between the glass and the bath tube) onto the floor. And the size of the glass shield is just 1/3 of the length of the bath tube that would not work as effective as a shower curtain, water just splashed onto the floor as I moved around during shower. I hope this could be rectified to improve the experience. 

I truly enjoy my 6 nights stay in Hilton Tokyo and the excellent service provided by your helpful staff. Applause!",5,2017/12/12
1,REDACTED,en,45,"This is my go to hotel in Tokyo, why ? its convenient to public transport, good section of town, friendly staff, great service at the hotel. The room I was given was very nice and extremely large (suite), and I wish my close friend was with me to enjoy, the shower and large comfortable bed. The executive lounge is well staffed and stocked. I will be back again for sure !",5,2017/12/09
1,REDACTED,en,46,"I’ve sampled hotel breakfast buffets hundreds of times over the years in many countries and I must say the Hilton Tokyo’s offering is one of the very best anywhere. The variety, quality, cleanliness and ultra efficient service added up to a nice start for your morning. 
The convenience of a free shuttle every 20 minutes to and from Shinjuku station, decent rooms and a separate Executive Lounge for Diamond members will make your stay here a wonderful experience.",5,2017/12/07
1,REDACTED,en,47,"The hotel was opened in 1963, and located in one of the prime location in Shinjuku. Despite the age, the hotel is very well maintain and equipped with all the facilities that a five-star hotel provides. 

The guest rooms are clean and spacious. Staffs are warm and welcoming.

The hotel is easily accessible as it is connected to Nishi-Shinjuku and a few more subway stations within its vicinity. Airport limousine which connects Haneda and Narita is right at the door step. 

Shinjuku Central Park is just across the street, and is an excellent jogging ground.

On a clear day, Mount Fuji is visible from selected room and the executive lounge on the top floors.",5,2017/12/07
1,REDACTED,en,48,"I stay here for 5 stays, from check in to check out everything was smooth and the staff are very helpful.

The concierge desk is very very helpful and speak fluent English.

getting upgrade to executive floor so i can access the lounge during my stay, it is fantastic as i can had a tea break and evening drink, and executive lounge was excellent with excellent and friendly staff. 

The hotel got provide free shuttle bus to shinjuke station, and Toei and marunouchi line just under the hotel which easy for us to travel in tokyo, and limo bus stop right in front hotel which is very helpful for us go to airport.

only problem is the breakfast option is variant, but everyday is same variant, it will getting bored when you stay longer time at there but overall is still good.

Will definitely come back.
",5,2017/12/07
1,REDACTED,en,49,"Stayed here for a week at The beginning of December on leisure and can highly recommend the Hilton Shinjuku as a solid choice in Tokyo for business or leisure. Located in the business district, they provide an efficient complimentary bus shuttle to Shinjuku station every 20 minutes, which is also walking distance and where you will find a vast array of restaurants and shops.

I emailed my room preferences and requests in advance and everything was taken care of by the guest relations manager Ernesto swiftly. He was extremely helpful and reassuring. I booked an executive suite and would definitely recommend going with an executive room or suite, the benefits are certainly worth the extra. The executive lounge serves a great breakfast and afternoon tea. The evening fare is good too, yes not as much of a spread of food as other Hilton lounges in Asia, but they have an ample selection of drinks and the canapes are constantly replenished. It's the staff though that set this lounge apart from others, they were all so polite, kind and courteous at all times. Nothing ever seemed too much trouble. I was blown away when my suitcase broke on my check out date, the lounge manager Keynon went above and beyond, he took care of everything and personally went and got it repaired for me. Such caring and genuine service is rare to find in this industry. In fact the whole team in the executive lounge; Tsukuda, Makoto and Chihiro are all a huge asset to this establishment. The views of Tokyo from the lounge were stunning and mesmerising.

Facilities at the hotel were excellent, from the vast array of restaurants and bars (choices to suit all tastes) to the well equipped gym and fitness facilities. Breakfast in the marble restaurant was always a pleasure and catered to all tastes.

Every single member staff I encountered was polite and spoke English or tired to help. From concierge to housekeeping nothing ever seemed too much trouble.

The room had all the amenities one would expect and was a decent size, complimentary Wi-Fi (which was excellent throughout the property), tea/coffee, large TV with English channels, a safe and plenty of storage space. The bathroom wasn't huge but served it's purpose.

I look forward to returning and would recommend staying at the Hilton Shinjuku without hesitation. It really was a home away from home.",5,2017/12/07
1,REDACTED,en,50,"long trip, check in was perfect, upgraded me without asking, amenities were amazing, as was the service. would go back in a heartbeat and I've only been home 1 day. great job everyone! recommend the lounge level rooms for lounge access for dinner and drinks 5:30-7:30 nightly and big breakfast 7-11 a.m., you couldn't want anything more to get started",5,2017/12/06
1,REDACTED,en,51,"Airport limousine leaves from the Tokyo Hilton so after a morning of site seeing I went back to wait for the bus and get a bite to eat. It was 11 am - too late for breakfast , too early for the buffet and the lounges upstairs don’t open until 11:30. I could not get food or even a cup of tea anywhere and yet there were people sitting in the restaurant. The 3 people I did talk to spoke very poor English and weren’t that helpful.",1,2017/12/05
1,REDACTED,en,52,"""with there world class eminities & flattering hospitality , they rob your heart"".
speedy check in
ravishing ambience
pelly staff
excellent converges ( very helpful & cooperative)
24*7 convience store at the basement
An indian resturant ( mouth watering taste)
location is apt.( 5 mins away from the metro station & japan railways & main bus stop) 
5 mins way from shopping street in shinkjiku .( huge shopping complex with world brands & happening street open till late at night).
",5,2017/12/04
1,REDACTED,en,53,"Hilton Tokyo is a very busy hotel with lots of crowd at all time. 

The hotel room is rather spacious for Tokyo standard but sadly they do not provide different choices of pillows for guests to choose.

Only deluxe room provide standing shower and bathtub separately. For the standard room they only provide one bathtub with half glasses covered standing shower. The bathroom is pretty small for Standard room. 

The water pressure is very strong but the water pipe might be too light which cannot hold it properly the water will keep spinning at the different direction. I have raised my concern to the management to get it fixed but it didn’t do a good job. This would be the most disappointing experience I have in my room. 

The hair dryer is very weak. I would highly recommended ladies to bring your own hair dryer especially if you have Long thick hair. 

The hotel location is not exactly close to the shopping area, need at least a 15 to 25 mins walk. There is no 24 hours convenient store like Seven Eleven, Family Mart or Lawson around the hotel area. They do provide free shuttle bus between hotel and Shinjuku Station with limited timetable availability. 

They have direct limousine bus between airport to Hilton Tokyo, due to the high demand please do book the return limousine bus ticket upon check in. 






",3,2017/12/04
1,REDACTED,en,54,"Hilton is never a low-end choice, but never expecting a low-cost option. If you are willing to pay more for a wonderful experience, try the occasional promotion for the Executive Suites, in particular where you can enjoy the fabulous Executive Lounge. Free access to the executive lounge situated at 37/F is an exceptionally value-added service. For westerners and wine-lovers, the choice of wine is more than expected. For budgeted travelers, the food is more than expected. But for tired tourists, the opening hours is disappointing (closes at 9pm). Despite the hotel provides free shuttle bus to the city centre (as it is a bit remote in terms of walking distance and that there is no shops around), usually couldn't return to hotel before 9pm if you were a tourist in Tokyo shopping here and there. Yet the overall experience is wonderful and worth a stay.",5,2017/12/04
1,REDACTED,en,55,Tokyo was the most amazing place - off the scale - so much to enjoy there. The hotel was in the main hotel dsictrict and close to Shinjuku Station which is an experience all of its own. The rooms are smaller than you get in Kyoto or Osaka but the place makes up for that. Our hotel had a Tennis court on floor 5 and a full gym and pool. the breakfast - you couldnt ask for more choice. Staff were really helpful when we need their help. they knew lots of places to go. They were not afraid to recommend lots of restuarants for any taste.,5,2017/12/03
