keyword,translated_keyword,0: All Prices,1: 0 to 2500,2: 2500 to 5000 yen,"3: 5000 to 10,000 yen","4: 10,000 to 15,000 yen","5: 15,000 to 20,000 yen","6: 20,000 to 30,000 yen","7: 30,000 to 50,000 yen","8: 50,000 to 100,000 yen","9: 100,000 to 200,000 yen"
一般 好,Fair good,7,0,2,0,3,0,0,0,2,0
一般 宵夜,Average supper,2,0,0,2,0,0,0,0,0,0
一般 宾馆,General Hotel,5,0,0,3,0,0,0,0,0,0
一般 小,Average small,3,0,0,2,0,0,0,0,0,0
一般 希尔顿,General Hilton,2,0,0,0,0,0,0,0,0,0
一般 床,Average bed,3,0,0,0,0,0,0,0,0,0
一般 态度,General attitude,45,0,4,16,13,6,6,0,0,0
一般 性价比,Average value for money,46,0,0,13,21,2,7,0,0,0
一般 总体,General overall,5,0,2,2,0,0,0,0,0,0
一般 情况,generally,4,0,0,0,2,0,0,0,0,0
一般 感觉,General feeling,28,0,2,10,7,4,5,0,0,0
一般 房间,Average room,56,0,3,13,25,5,7,0,2,0
一般 效果,General effect,6,0,0,5,0,0,0,0,0,0
一般 方面,General aspect,5,0,0,2,2,0,0,0,0,0
一般 旅馆,General Hotel,3,0,0,2,0,0,0,0,0,0
一般 日本,General Japan,6,0,0,2,0,0,2,0,0,0
一般 早晨,Average morning,2,0,0,0,0,0,0,0,0,0
一般 早餐,Average breakfast,160,0,7,58,41,8,34,3,9,0
一般 早饭,Average breakfast,8,0,0,5,0,2,0,0,0,0
一般 晚餐,Average dinner,3,0,0,0,0,0,2,0,0,0
一般 景色,General scenery,4,0,0,0,2,0,0,0,0,0
一般 景观,General landscape,2,0,0,0,0,0,0,0,0,0
一般 服务,General service,134,0,7,40,40,15,21,4,7,0
一般 条件,General condition,19,0,2,11,4,0,0,0,0,0
一般 比较,General comparison,2,0,0,0,0,0,0,0,0,0
一般 水准,Average level,2,0,0,0,0,0,0,0,0,0
一般 水平,The general level,8,0,0,3,3,0,0,0,0,0
一般 水质,General water quality,3,0,0,0,2,0,0,0,0,0
一般 沙滩,Average beach,9,0,0,0,3,6,0,0,0,0
一般 海水,General sea water,2,0,0,0,2,0,0,0,0,0
一般 温泉,General hot spring,12,0,0,0,3,6,3,0,0,0
一般 状况,General condition,4,0,0,0,0,0,2,0,0,0
一般 环境,General environment,46,0,3,22,10,5,5,0,0,0
一般 用品,General supplies,6,0,0,0,4,0,0,0,0,0
一般 真心,So honest,7,0,0,3,4,0,0,0,0,0
一般 硬件,General hardware,5,0,0,2,0,0,2,0,0,0
一般 种类,General type,4,0,0,3,0,0,0,0,0,0
一般 程度,Average,6,0,0,3,2,0,0,0,0,0
一般 空气,General air,3,0,0,0,0,0,0,0,0,0
一般 空间,General space,2,0,0,0,0,0,0,0,0,0
一般 缺点,General disadvantages,2,0,0,0,0,0,0,0,0,0
一般 网速,General Internet speed,2,0,0,0,0,0,0,0,0,0
一般 自助餐,Average buffet,7,0,0,0,0,0,6,0,0,0
一般 英文,General English,9,0,0,7,0,0,0,0,0,0
一般 英语,General English,15,0,0,7,5,0,3,0,0,0
一般 装修,General decoration,16,0,0,2,7,0,5,0,0,0
一般 设备,General equipment,6,0,0,3,0,0,2,0,0,0
一般 设施,General facilities,170,0,12,84,49,4,19,0,0,0
一般 话,General,3,0,0,0,0,0,2,0,0,0
一般 质量,General quality,8,0,0,2,2,2,2,0,0,0
一般 购物,General shopping,2,0,0,2,0,0,0,0,0,0
一般 选择,General choice,2,0,0,0,2,0,0,0,0,0
一般 酒店,Average hotel,163,0,9,75,46,8,19,0,5,0
一般 隔音,Soundproof,15,0,0,9,4,0,0,0,0,0
一般 需求,General demand,3,0,0,2,0,0,0,0,0,0
一般 面积,General area,2,0,0,0,0,0,0,0,0,0
一般 风景,Average scenery,3,0,0,0,0,0,0,0,0,0
一般 食物,General food,3,0,0,0,0,0,0,0,0,0
一般 餐厅,Average restaurant,4,0,0,0,0,2,2,0,0,0
一般 餐饮,General Dining,2,0,0,0,0,0,0,0,0,0
一般 饭店,Average restaurant,2,0,0,0,0,0,0,0,0,0
不 一流,Not superb,2,0,0,2,0,0,0,0,0,0
不 一般,abnormal,5,0,0,0,0,2,0,0,0,0
不 不错,Not good,16,0,2,8,4,2,0,0,0,0
不 中文,No Chinese,24,0,0,14,8,0,2,0,0,0
不 住,Not live,180,0,13,59,51,14,28,9,6,0
不 便利,Not convenient,20,0,0,13,2,0,3,0,0,0
不 卫生,Unsanitary,7,0,0,3,0,0,0,0,0,0
不 可以,No,12,0,0,3,4,0,3,0,0,0
不 吃,Don't eat,109,0,5,40,27,19,13,3,2,0
不 地方,Not place,9,0,2,3,0,0,0,0,0,0
不 坐,Not sitting,52,0,3,21,12,4,11,0,0,0
不 多,not much,513,0,19,202,131,35,91,14,21,0
不 大,Not big,1433,0,108,624,494,69,116,17,5,0
不 好吃,unpalatable,37,0,0,11,11,5,7,0,0,0
不 干净,Not clean,120,0,11,50,42,7,9,0,0,0
不 推荐,Not recommended,184,0,11,75,47,15,28,3,5,0
不 新,Not new,90,0,4,25,31,7,18,4,0,0
不 日式,Not Japanese,2,0,0,0,0,0,0,0,0,0
不 棒,Not great,9,0,0,5,2,0,0,0,0,0
不 漂亮,Not pretty,2,0,0,0,0,0,0,0,0,0
不 热情,Not passionate,45,0,0,19,13,0,9,0,0,0
不 看到,Not see,9,0,0,7,2,0,0,0,0,0
不 算,Not count,920,0,54,363,270,67,130,18,18,0
不 能,Can't,22,0,0,4,6,2,7,0,0,0
不 舒服,Uncomfortable,225,0,15,92,56,7,47,3,5,0
不 见,Not see,11,0,0,5,5,0,0,0,0,0
不 订,Not order,84,0,5,31,20,5,22,0,0,0
不 说,Did not say,165,0,5,55,55,8,36,2,4,0
不 购物,Not shopping,8,0,0,0,3,0,4,0,0,0
不 赞,Not like,14,0,0,2,2,4,6,0,0,0
不 过,But,119,0,5,41,48,13,9,2,0,0
不 近,not near,17,0,2,6,7,0,0,0,0,0
不 远,Not far,998,0,103,469,199,74,110,20,23,0
不 选择,Not choose,74,0,6,20,21,5,14,3,5,0
不 问题,No problem,28,0,0,11,7,2,7,0,0,0
不 陈旧,Not old,2,0,0,0,0,0,0,0,0,0
不 需要,Not needed,54,0,5,15,21,5,7,0,0,0
不错,Not bad,13808,0,748,5056,4109,853,2413,265,363,0
不错 ....,Not bad...,2,0,0,0,0,0,2,0,0,0
不错 一切,Good everything,9,0,0,4,2,0,0,0,0,0
不错 不错,Not bad,2,0,0,2,0,0,0,0,0,0
不错 东西,Good thing,17,0,0,9,3,2,2,0,0,0
不错 两,Good two,2,0,0,0,0,0,0,0,0,0
不错 中心,Nice center,4,0,0,0,3,0,0,0,0,0
不错 中文,Good Chinese,2,0,0,2,0,0,0,0,0,0
不错 主楼,Good main building,2,0,0,0,2,0,0,0,0,0
不错 之一,Nice one,2,0,0,0,0,0,0,0,0,0
不错 五星,Good five stars,2,0,0,0,0,0,2,0,0,0
不错 交通,Good traffic,37,0,3,8,16,0,7,2,0,0
不错 产品,Good product,6,0,0,3,3,0,0,0,0,0
不错 享受,Nice enjoy,2,0,0,0,0,0,0,0,0,0
不错 人,Nice people,12,0,0,5,3,0,3,0,0,0
不错 人员,Nice staff,13,0,0,6,0,0,2,0,3,0
不错 人间,Nice world,2,0,0,2,0,0,0,0,0,0
不错 什么,Not bad what,5,0,0,0,2,0,2,0,0,0
不错 代,Good generation,2,0,0,0,0,0,2,0,0,0
不错 价,Good price,3,0,0,0,0,0,0,0,0,0
不错 价位,Good price,4,0,0,0,0,0,0,0,0,0
不错 价格,Good price,55,0,7,23,14,0,8,2,0,0
不错 价钱,Good price,7,0,0,4,0,0,0,0,2,0
不错 优势,Good advantage,3,0,0,3,0,0,0,0,0,0
不错 位子,Nice seat,14,0,0,4,7,0,3,0,0,0
不错 位置,Good location,1585,0,120,679,461,68,204,25,28,0
不错 住,Good live,3,0,0,0,0,0,2,0,0,0
不错 住宅,Good residential,2,0,0,2,0,0,0,0,0,0
不错 住宿,Good accommodation,9,0,2,2,3,0,0,0,0,0
不错 体验,Good experience,60,0,0,18,18,5,13,2,3,0
不错 保养,Good maintenance,7,0,0,0,2,0,3,0,0,0
不错 保持,Good keep,4,0,0,2,0,0,0,0,0,0
不错 信号,Good signal,5,0,0,5,0,0,0,0,0,0
不错 做,Good do,2,0,0,0,0,0,0,0,0,0
不错 关键,Good key,3,0,0,0,0,0,0,0,0,0
不错 其他,Good other,81,0,0,31,30,6,12,0,0,0
不错 其余,Good rest,4,0,0,0,2,0,0,0,0,0
不错 其它,Good other,22,0,2,9,6,0,5,0,0,0
不错 内容,Good content,2,0,0,0,2,0,0,0,0,0
不错 内部,Nice internal,3,0,0,0,0,0,0,0,0,0
不错 出品,Not bad,2,0,0,2,0,0,0,0,0,0
不错 出行,Not bad travel,3,0,0,0,0,0,2,0,0,0
不错 别的,Good other,11,0,0,8,0,0,0,0,0,0
不错 前台,Good front desk,10,0,0,5,3,0,0,0,0,0
不错 区,Nice area,2,0,0,0,0,0,0,0,0,0
不错 卫生,Good health,195,0,9,82,82,3,17,0,0,0
不错 卫生间,Nice bathroom,9,0,0,0,6,0,0,0,0,0
不错 印象,Good impression,10,0,0,2,3,0,3,0,0,0
不错 厅,Nice hall,2,0,0,0,0,0,2,0,0,0
不错 去处,Good place,2,0,0,0,0,0,2,0,0,0
不错 反响,Good response,3,0,0,0,0,0,0,0,0,0
不错 反应,Good response,2,0,0,2,0,0,0,0,0,0
不错 反馈,Good feedback,6,0,0,3,0,0,2,0,0,0
不错 口味,Good taste,28,0,0,14,5,0,7,0,0,0
不错 台,Not bad,2,0,0,2,0,0,0,0,0,0
不错 吃,Good eat,11,0,0,2,5,2,2,0,0,0
不错 吃饭,Good meal,4,0,0,0,2,0,0,0,0,0
不错 吕,Not bad Lv,4,0,0,0,0,3,0,0,0,0
不错 吹风机,Nice hair dryer,3,0,0,0,3,0,0,0,0,0
不错 周围,Good around,4,0,0,2,0,0,0,0,0,0
不错 周边,Good surrounding,11,0,0,4,2,2,3,0,0,0
不错 味道,Good taste,202,0,13,84,50,21,30,2,2,0
不错 咖啡,Good coffee,6,0,0,5,0,0,0,0,0,0
不错 咖啡馆,Nice cafe,5,0,0,4,0,0,0,0,0,0
不错 品,Good product,6,0,0,5,0,0,0,0,0,0
不错 品牌,Good brand,3,0,0,0,0,0,0,0,0,0
不错 品质,Good quality,22,0,0,10,9,0,2,0,0,0
不错 哒,Not bad,2,0,0,0,0,0,0,0,0,0
不错 哟,not bad,2,0,0,0,0,0,0,0,0,0
不错 哦,not bad,4,0,0,0,3,0,0,0,0,0
不错 商业,Good business,2,0,0,0,0,0,0,0,0,0
不错 商业街,Good commercial street,2,0,0,0,0,0,0,0,0,0
不错 商场,Nice mall,4,0,0,0,2,0,0,0,0,0
不错 商店,Nice shop,5,0,0,4,0,0,0,0,0,0
不错 噢,Not bad oh,2,0,0,0,0,0,0,0,0,0
不错 地,Nicely,3,0,0,2,0,0,0,0,0,0
不错 地址,Nice address,4,0,0,2,2,0,0,0,0,0
不错 地方,Nice place,34,0,4,11,8,2,9,0,0,0
不错 地段,Good location,73,0,3,28,22,4,12,0,3,0
不错 地点,Good location,40,0,0,18,14,0,7,0,0,0
不错 地理,Good geography,2,0,0,2,0,0,0,0,0,0
不错 地角,Not bad,2,0,0,0,0,0,0,0,0,0
不错 地铁,Good subway,5,0,0,3,2,0,0,0,0,0
不错 地铁站,Good subway station,3,0,0,0,0,0,2,0,0,0
不错 外景,Good location,2,0,0,0,2,0,0,0,0,0
不错 外观,Good appearance,7,0,0,0,3,0,3,0,0,0
不错 夜景,Good night view,44,0,0,5,15,4,14,0,5,0
不错 大堂,Nice lobby,12,0,0,3,2,2,4,0,0,0
不错 大小,Good size,13,0,2,3,5,0,2,0,0,0
不错 套餐,Good set meal,2,0,0,0,0,0,0,0,0,0
不错 好,Good good,2,0,0,0,0,0,0,0,0,0
不错 孩子,Nice kid,3,0,0,0,0,0,0,0,0,0
不错 安全,Good safe,2,0,0,0,0,0,0,0,0,0
不错 实惠,Good affordable,2,0,0,0,0,0,0,0,0,0
不错 客房,Nice rooms,4,0,0,0,0,2,0,0,0,0
不错 家,Good home,4,0,0,3,0,0,0,0,0,0
不错 宾馆,Nice hotel,9,0,0,3,3,2,0,0,0,0
不错 对面,Good opposite,9,0,0,3,4,2,0,0,0,0
不错 寿司,Good sushi,2,0,0,2,0,0,0,0,0,0
不错 小,Nice small,3,0,0,0,2,0,0,0,0,0
不错 小店,Nice shop,6,0,0,2,3,0,0,0,0,0
不错 小样,Good sample,3,0,0,0,0,0,3,0,0,0
不错 居酒屋,Good izakaya,17,0,0,11,0,0,3,0,0,0
不错 布局,Nice layout,4,0,0,4,0,0,0,0,0,0
不错 希尔顿,Good hilton,2,0,0,0,0,0,0,0,0,0
不错 帮,Good help,3,0,0,0,0,0,0,0,0,0
不错 床,Nice bed,8,0,0,4,4,0,0,0,0,0
不错 店,Nice shop,27,0,3,12,8,2,2,0,0,0
不错 庭院,Nice courtyard,2,0,0,0,0,0,0,0,0,0
不错 影像,Good image,3,0,3,0,0,0,0,0,0,0
不错 态度,Good attitude,77,0,9,37,18,0,10,0,2,0
不错 性价比,Good value for money,259,0,23,126,77,4,25,0,3,0
不错 总体,Good overall,182,0,11,66,59,13,25,4,4,0
不错 情况,Good situation,8,0,0,3,4,0,0,0,0,0
不错 感受,Good feeling,11,0,0,9,0,0,0,0,0,0
不错 感觉,Good feeling,91,0,7,41,19,5,11,2,6,0
不错 我,Good i,3,0,0,0,2,0,0,0,0,0
不错 我们,Good we,2,0,0,2,0,0,0,0,0,0
不错 房,Nice room,12,0,0,2,4,3,3,0,0,0
不错 房价,Good price,3,0,0,0,0,0,0,0,0,0
不错 房间,Nice room,316,0,21,113,83,20,62,6,11,0
不错 拉面,Good ramen,4,0,0,0,2,0,0,0,0,0
不错 按摩椅,Nice massage chair,2,0,0,0,2,0,0,0,0,0
不错 推荐,Good recommended,13,0,2,4,3,0,4,0,0,0
不错 放假,Good holiday,2,0,0,0,0,0,0,0,0,0
不错 效果,Good effect,27,0,0,18,5,2,0,0,0,0
不错 整体,Good overall,114,0,5,36,43,4,22,2,2,0
不错 料,Not bad,2,0,0,0,2,0,0,0,0,0
不错 料理,Good cuisine,3,0,0,0,2,0,0,0,0,0
不错 方便,Good convenient,3,0,0,0,2,0,0,0,0,0
不错 方面,Good aspect,102,0,7,43,22,6,20,0,4,0
不错 旁边,Not bad next to,3,0,0,0,2,0,0,0,0,0
不错 旅游,Nice tourist,2,0,0,0,0,0,0,0,0,0
不错 旅行,Nice travel,6,0,0,2,0,0,3,0,0,0
不错 旅馆,Nice hotel,2,0,0,0,0,0,0,0,0,0
不错 日本,Nice japanese,2,0,0,0,0,0,0,0,0,0
不错 日航,Good Nikko,2,0,0,0,0,0,0,0,0,0
不错 早歺,Good morning,2,0,0,0,0,0,0,0,0,0
不错 早餐,Good breakfast,696,0,35,269,245,39,86,10,12,0
不错 早饭,Good breakfast,58,0,5,24,18,3,8,0,0,0
不错 晚餐,Good dinner,11,0,0,0,0,3,5,0,0,0
不错 晚饭,Good dinner,2,0,0,0,0,0,0,0,0,0
不错 景,Good view,8,0,0,2,2,0,2,0,0,0
不错 景点,Good attractions,2,0,0,0,0,0,0,0,0,0
不错 景色,Nice view,106,0,7,19,20,23,29,0,7,0
不错 景观,Nice landscape,34,0,2,2,11,4,12,0,3,0
不错 朋友,Nice friend,3,0,0,0,0,0,0,0,0,0
不错 服务,Good service,948,0,68,294,317,31,191,24,23,0
不错 服务业,Service industry,5,0,0,2,2,0,0,0,0,0
不错 服务员,Nice waiter,5,0,0,2,2,0,0,0,0,0
不错 本身,Not bad itself,17,0,0,4,7,3,2,0,0,0
不错 村,Nice village,2,0,0,0,2,0,0,0,0,0
不错 条件,Good condition,45,0,6,19,13,0,6,0,0,0
不错 档次,Not bad grade,2,0,0,0,0,0,0,0,0,0
不错 楼,Good floor,2,0,0,0,0,0,2,0,0,0
不错 楼下,Good downstairs,7,0,0,3,0,0,4,0,0,0
不错 楼层,Good floor,2,0,0,0,0,0,2,0,0,0
不错 氛围,Nice atmosphere,2,0,0,0,0,0,0,0,0,0
不错 水准,Good standard,5,0,0,0,0,0,0,0,2,0
不错 水平,Good level,5,0,0,0,3,0,0,0,0,0
不错 水果,Good fruit,2,0,0,2,0,0,0,0,0,0
不错 汉语,Good Chinese,3,0,0,3,0,0,0,0,0,0
不错 汤,Good soup,6,0,0,3,0,3,0,0,0,0
不错 沙滩,Nice beach,4,0,0,0,0,3,0,0,0,0
不错 泡汤,Good bathing,2,0,0,2,0,0,0,0,0,0
不错 泳池,Nice swimming pool,7,0,0,0,0,4,3,0,0,0
不错 洁度,Good cleanliness,2,0,0,0,2,0,0,0,0,0
不错 洗衣机,Good washing machine,2,0,0,0,0,0,0,0,0,0
不错 浴场,Nice bath,8,0,0,2,0,4,0,0,0,0
不错 浴室,Nice bathroom,4,0,0,3,0,0,0,0,0,0
不错 浴缸,Nice bathtub,4,0,0,0,0,0,0,0,0,0
不错 海景,Nice sea view,6,0,0,0,0,5,0,0,0,0
不错 海洋馆,Good aquarium,2,0,0,0,2,0,0,0,0,0
不错 清仓,Good clearance,4,0,0,0,4,0,0,0,0,0
不错 温泉,Nice spa,61,0,0,14,3,32,10,0,2,0
不错 游泳池,Nice swimming pool,9,0,0,0,0,2,3,0,3,0
不错 滴,Nice drop,16,0,0,4,4,2,5,0,0,0
不错 澡堂,Nice bathhouse,2,0,0,0,2,0,0,0,0,0
不错 灰,Good gray,3,0,0,2,0,0,0,0,0,0
不错 点,Good point,11,0,0,0,7,0,2,0,0,0
不错 烤肉店,Good rotisserie,2,0,0,2,0,0,0,0,0,0
不错 烧肉,Good roast pork,2,0,0,2,0,0,0,0,0,0
不错 热情,Good enthusiasm,3,0,0,2,0,0,0,0,0,0
不错 热汤,Good hot soup,2,0,0,2,0,0,0,0,0,0
不错 热海,Not bad Atami,2,0,0,2,0,0,0,0,0,0
不错 牌子,Good brand,2,0,0,0,0,0,0,2,0,0
不错 牛奶,Good milk,5,0,0,0,5,0,0,0,0,0
不错 牛肉,Good beef,3,0,0,0,0,0,0,0,0,0
不错 状况,Good condition,9,0,0,5,3,0,0,0,0,0
不错 环境,Good environment,761,0,38,266,225,42,146,21,23,0
不错 班车,Nice shuttle,4,0,0,0,2,0,2,0,0,0
不错 甜品,Nice dessert,4,0,0,0,0,2,0,0,0,0
不错 甜点,Nice dessert,2,0,0,0,2,0,0,0,0,0
不错 用具,Good utensils,2,0,0,0,0,0,0,0,0,0
不错 用品,Good supplies,30,0,0,9,7,0,11,0,0,0
不错 百货,Good department store,4,0,0,0,0,0,2,0,0,0
不错 真,Not bad really,2,0,0,2,0,0,0,0,0,0
不错 真心,Not bad really,28,0,0,8,8,5,6,0,0,0
不错 硬件,Good hardware,10,0,0,0,4,0,5,0,0,0
不错 离心斋桥,It’s not bad.,2,0,0,0,0,0,0,0,0,0
不错 种类,Good type,2,0,0,0,2,0,0,0,0,0
不错 程度,Good degree,5,0,0,0,4,0,0,0,0,0
不错 空气,Nice air,3,0,0,0,2,0,0,0,0,0
不错 空间,Nice space,15,0,0,8,5,0,0,0,0,0
不错 窗户,Nice windows,2,0,0,0,0,0,0,0,0,0
不错 管理,Good management,7,0,0,5,0,0,2,0,0,0
不错 细节,Nice details,10,0,0,2,6,0,2,0,0,0
不错 维护,Good maintenance,6,0,0,0,3,0,0,0,0,0
不错 网络,Good network,3,0,0,2,0,0,0,0,0,0
不错 美食,Good food,2,0,0,0,2,0,0,0,0,0
不错 肉食,Good meat,2,0,0,0,0,0,0,0,0,0
不错 自助餐,Good buffet,37,0,0,9,10,4,14,0,0,0
不错 自己,Good oneself,2,0,0,0,0,0,0,0,0,0
不错 舒适度,Good comfort,3,0,0,0,0,0,2,0,0,0
不错 花园,Nice garden,2,0,0,0,0,0,0,0,0,0
不错 英文,Good english,56,0,4,20,17,3,8,0,3,0
不错 英语,Good english,52,0,3,26,10,3,6,3,0,0
不错 茶,Good tea,3,0,0,0,0,0,0,0,0,0
不错 街景,Good street view,2,0,0,0,2,0,0,0,0,0
不错 装修,Nice decoration,24,0,0,12,8,0,3,0,0,0
不错 西餐,Good western food,4,0,0,0,2,0,0,0,0,0
不错 视野,Good view,22,0,0,4,8,0,7,0,2,0
不错 订,Good order,3,0,0,2,0,0,0,0,0,0
不错 设备,Good equipment,15,0,0,4,7,0,3,0,0,0
不错 设施,Good facilities,389,0,10,126,113,26,84,15,15,0
不错 设计,Nice design,8,0,0,3,3,0,0,0,2,0
不错 评价,Good review,9,0,0,6,0,0,0,0,0,0
不错 话,Good words,3,0,0,0,0,0,2,0,0,0
不错 质,Good quality,2,0,0,0,0,0,0,0,0,0
不错 质量,Good quality,25,0,0,8,6,0,9,0,0,0
不错 购物,Good shopping,10,0,0,2,2,2,3,0,0,0
不错 走路,Good walk,2,0,0,2,0,0,0,0,0,0
不错 超市,Nice supermarket,10,0,0,5,2,0,2,0,0,0
不错 路线,Good route,2,0,0,0,0,0,0,0,0,0
不错 轮,Nice round,3,0,0,0,3,0,0,0,0,0
不错 软件,Good software,4,0,0,0,0,0,0,0,2,0
不错 软硬件,Good hardware and software,3,0,0,0,0,0,0,0,2,0
不错 运气,Good luck,3,0,0,0,0,0,0,0,0,0
不错 这个,Not bad this,15,0,0,2,9,0,3,0,0,0
不错 这样,Not bad like this,2,0,0,0,0,0,0,0,0,0
不错 这里,Good here,4,0,0,0,0,3,0,0,0,0
不错 选择,Good choice,224,0,8,90,79,12,28,0,6,0
不错 速度,Good speed,10,0,0,3,6,0,0,0,0,0
不错 那,Good that,3,0,0,0,0,0,0,0,0,0
不错 配套,Good package,3,0,0,0,3,0,0,0,0,0
不错 配置,Good configuration,3,0,0,2,0,0,0,0,0,0
不错 酒吧,Nice bar,4,0,0,0,0,3,0,0,0,0
不错 酒店,Nice hotel,1514,0,60,478,450,99,329,44,54,0
不错 酒廊,Nice lounge,2,0,0,0,0,0,2,0,0,0
不错 采光,Good lighting,2,0,0,2,0,0,0,0,0,0
不错 里面,Good inside,2,0,0,0,0,0,0,0,0,0
不错 量,Good amount,2,0,0,0,0,0,0,0,0,0
不错 铁板烧,Good teppanyaki,3,0,0,0,0,0,2,0,0,0
不错 门口,Good doorway,2,0,0,0,0,0,0,0,0,0
不错 附近,Not bad nearby,4,0,0,3,0,0,0,0,0,0
不错 隔离,Good isolation,2,0,0,0,2,0,0,0,0,0
不错 隔音,Good soundproof,29,0,0,13,9,0,5,0,0,0
不错 面,Good noodles,2,0,0,0,0,0,0,0,0,0
不错 面包店,Good bakery,4,0,0,0,4,0,0,0,0,0
不错 面积,Good area,7,0,0,2,0,0,3,0,0,0
不错 音响,Good stereo,2,0,0,0,0,0,0,0,0,0
不错 预定,Good book,2,0,0,0,0,0,2,0,0,0
不错 风景,Nice scenery,82,0,5,18,16,17,22,0,3,0
不错 风格,Nice style,6,0,0,3,2,0,0,0,0,0
不错 食,Good food,2,0,0,0,0,0,0,0,0,0
不错 食物,Good food,7,0,0,2,3,0,0,0,0,0
不错 餐,Good meal,12,0,0,3,2,0,6,0,0,0
不错 餐厅,Nice restaurant,46,0,2,14,10,8,10,2,0,0
不错 餐食,Good meal,5,0,0,0,2,0,2,0,0,0
不错 餐饮,Good dining,14,0,0,6,0,2,5,0,0,0
不错 餐馆,Nice restaurant,8,0,0,3,3,0,2,0,0,0
不错 饭,Good meal,3,0,0,0,0,0,0,0,0,0
不错 饭团,Good rice ball,2,0,0,0,0,0,0,0,0,0
不错 饭店,Nice hotel,19,0,0,7,4,3,4,0,0,0
不错 饭馆,Good restaurant,9,0,0,7,0,0,0,0,0,0
不错 饮料,Good drink,2,0,0,0,0,0,0,0,0,0
不错 鸡肉,Good chicken,2,0,0,2,0,0,0,0,0,0
不错 鸡蛋,Nice eggs,2,0,0,2,0,0,0,0,0,0
不错 ！！,Not bad! !,6,0,0,0,4,0,0,0,0,0
不错 👍,Not bad 👍,16,0,0,7,5,2,2,0,0,0
不错 😊,Not bad 😊,2,0,0,0,0,0,0,0,0,0
