keyword,translated_keyword,0: All Prices,1: 0 to 2500,2: 2500 to 5000 yen,"3: 5000 to 10,000 yen","4: 10,000 to 15,000 yen","5: 15,000 to 20,000 yen","6: 20,000 to 30,000 yen","7: 30,000 to 50,000 yen","8: 50,000 to 100,000 yen","9: 100,000 to 200,000 yen"
一般 硬件,General hardware,5,0,0,2,0,0,2,0,0,0
一般 种类,General type,4,0,0,3,0,0,0,0,0,0
一般 程度,Average,5,0,0,2,2,0,0,0,0,0
一般 空气,General air,3,0,0,0,0,0,0,0,0,0
一般 空间,General space,2,0,0,0,0,0,0,0,0,0
一般 缺点,General disadvantages,2,0,0,0,0,0,0,0,0,0
一般 网速,General Internet speed,2,0,0,0,0,0,0,0,0,0
一般 自助餐,Average buffet,6,0,0,0,0,0,6,0,0,0
一般 英文,General English,4,0,0,3,0,0,0,0,0,0
一般 英语,General English,11,0,0,6,4,0,0,0,0,0
一般 装修,General decoration,15,0,0,2,7,0,4,0,0,0
一般 设备,General equipment,6,0,0,3,0,0,2,0,0,0
一般 设施,General facilities,137,0,10,69,41,2,13,0,0,0
一般 话,General,2,0,0,0,0,0,2,0,0,0
一般 质量,General quality,6,0,0,0,0,2,2,0,0,0
一般 选择,General choice,2,0,0,0,2,0,0,0,0,0
一般 酒店,Average hotel,106,0,4,45,34,5,16,0,2,0
一般 隔音,Soundproof,9,0,0,5,2,0,0,0,0,0
一般 需求,General demand,3,0,0,2,0,0,0,0,0,0
一般 面积,General area,2,0,0,0,0,0,0,0,0,0
一般 风景,Average scenery,3,0,0,0,0,0,0,0,0,0
一般 食物,General food,3,0,0,0,0,0,0,0,0,0
一般 餐厅,Average restaurant,4,0,0,0,0,2,2,0,0,0
不 一般,abnormal,2,0,0,0,0,0,0,0,0,0
不 中文,No Chinese,15,0,0,8,6,0,0,0,0,0
不 多,not much,277,0,7,104,75,18,59,7,7,0
不 看到,Not see,3,0,0,2,0,0,0,0,0,0
不 能,Can't,13,0,0,0,3,0,6,0,0,0
不 见,Not see,5,0,0,0,3,0,0,0,0,0
不 订,Not order,34,0,0,9,11,4,9,0,0,0
不 说,Did not say,89,0,2,31,28,6,20,0,2,0
不 需要,Not needed,23,0,4,8,9,0,2,0,0,0
中文,Chinese,733,0,27,211,281,33,147,16,18,0
价格,price,1838,0,118,699,545,121,266,39,50,0
冷淡 多,Much colder,3,0,0,0,3,0,0,0,0,0
华人,Chinese,15,0,2,3,3,0,6,0,0,0
地理,geography,691,0,22,260,284,20,83,10,12,0
多,many,2971,0,113,956,883,270,623,59,67,0
多 下面,More below,2,0,0,0,0,0,0,0,0,0
多 东西,Many things,53,0,0,18,19,5,7,0,3,0
多 交通费,More transportation,2,0,0,0,0,0,2,0,0,0
多 京都,Much Kyoto,2,0,0,2,0,0,0,0,0,0
多 亮点,Many highlights,2,0,0,0,0,0,0,0,0,0
多 人,Multiple people,246,0,6,56,77,31,71,4,0,0
多 人员,Multiple people,4,0,0,0,0,0,2,0,0,0
多 人数,More people,6,0,0,6,0,0,0,0,0,0
多 什么,More what,2,0,0,0,0,0,0,0,0,0
多 价,Multi-price,2,0,0,0,0,0,0,0,0,0
多 价格,Much price,9,0,0,3,4,0,0,0,0,0
多 优点,Many advantages,2,0,0,2,0,0,0,0,0,0
多 位置,Multiple locations,3,0,0,0,2,0,0,0,0,0
多 住,Live more,7,0,0,3,4,0,0,0,0,0
多 便利店,Convenience store,2,0,0,0,0,0,0,0,0,0
多 公园,Multiple park,2,0,0,0,0,0,0,0,0,0
多 内地,Much Mainland,2,0,0,0,0,0,2,0,0,0
多 出口,More export,4,0,0,3,0,0,0,0,0,0
多 分钟,Many minutes,17,0,0,6,4,4,3,0,0,0
多 办公室,Multiple office,2,0,0,2,0,0,0,0,0,0
多 办公楼,Office building,2,0,0,0,0,0,0,0,0,0
多 原因,Many reasons,2,0,0,0,0,0,0,0,0,0
多 吃,Eat more,37,0,3,9,19,3,3,0,0,0
多 吃饭,Eat more,12,0,2,3,7,0,0,0,0,0
多 周围,Around,6,0,0,0,4,0,0,0,0,0
多 周边,Surrounding,10,0,0,4,5,0,0,0,0,0
多 品牌,Multiple brands,3,0,0,0,0,0,0,0,0,0
多 品种,multi breed,89,0,0,36,27,7,13,4,0,0
多 品类,Multiple categories,3,0,0,3,0,0,0,0,0,0
多 商场,Many malls,13,0,0,7,5,0,0,0,0,0
多 商店,Multiple stores,12,0,0,4,7,0,0,0,0,0
多 团队,Multiple team,7,0,0,3,3,0,0,0,0,0
多 国人,Multinational,5,0,0,0,4,0,0,0,0,0
多 国家,Many countries,2,0,0,0,2,0,0,0,0,0
多 地方,Many places,52,0,2,17,24,3,4,0,2,0
多 块,Multiple pieces,4,0,0,2,2,0,0,0,0,0
多 处,Many places,3,0,0,3,0,0,0,0,0,0
多 外国人,Many foreigners,9,0,0,3,2,0,2,0,0,0
多 大巴,How big bus,2,0,0,0,2,0,0,0,0,0
多 好评,Much praise,3,0,0,0,0,2,0,0,0,0
多 子,Many sons,2,0,0,0,0,0,0,0,0,0
多 学生,Multiple students,4,0,0,0,3,0,0,0,0,0
多 孩子,Many kids,2,0,0,0,0,0,0,0,0,0
多 客,Many customers,2,0,0,0,0,0,0,0,0,0
多 客人,Multiple guests,34,0,0,10,7,0,15,0,0,0
多 小吃,Multiple snacks,3,0,0,2,0,0,0,0,0,0
多 居酒屋,Multiple izakaya,12,0,0,8,2,0,0,0,0,0
多 平米,Multiple square meters,4,0,0,0,0,0,2,0,2,0
多 店,Multi shop,40,0,0,23,14,0,3,0,0,0
多 店铺,Multiple shops,5,0,0,4,0,0,0,0,0,0
多 开,More open,2,0,0,0,0,2,0,0,0,0
多 态度,More attitude,2,0,0,0,0,0,0,0,0,0
多 性价比,Much cost-effective,2,0,0,0,0,0,0,0,0,0
多 情况,Many situations,2,0,0,0,0,0,0,0,0,0
多 感觉,Feel more,5,0,0,0,3,0,0,0,0,0
多 我们,Much we,3,0,0,0,0,0,0,0,0,0
多 房,Multiple rooms,4,0,0,3,0,0,0,0,0,0
多 房价,Multiple house prices,5,0,0,2,0,0,2,0,0,0
多 房费,More room rate,2,0,0,2,0,0,0,0,0,0
多 房间,Multiple rooms,16,0,2,5,5,0,4,0,0,0
多 折扣,More discount,2,0,0,0,2,0,0,0,0,0
多 数,Most,2,0,0,0,0,0,0,0,0,0
多 新宿站,Shinjuku Station,3,0,0,0,0,0,3,0,0,0
多 方,Multiple,2,0,0,2,0,0,0,0,0,0
多 方便,Much convenient,3,0,0,2,0,0,0,0,0,0
多 旁边,Much beside,3,0,0,0,3,0,0,0,0,0
多 旅客,Multiple travelers,2,0,0,0,2,0,0,0,0,0
多 旅游团,Multiple tours,2,0,0,0,0,0,0,0,0,0
多 旅行团,Multiple tours,7,0,0,0,5,0,0,0,0,0
多 日元,Much yen,5,0,0,0,0,0,5,0,0,0
多 日币,Multi Japanese Yen,3,0,0,0,2,0,0,0,0,0
多 早餐,Multiple breakfast,5,0,0,3,0,0,0,0,0,0
多 时候,Many times,5,0,0,3,2,0,0,0,0,0
多 时间,Much time,5,0,0,0,2,0,2,0,0,0
多 晚,How late,2,0,0,0,0,0,2,0,0,0
多 景点,Multiple attractions,8,0,3,2,0,2,0,0,0,0
多 朋友,Many friends,3,0,0,0,2,0,0,0,0,0
多 服务,Multiple services,3,0,0,0,2,0,0,0,0,0
多 服务员,Multiple waiters,3,0,0,0,0,0,2,0,0,0
多 来,More come,2,0,0,0,0,0,0,0,0,0
多 样子,Much look,4,0,0,0,0,2,0,0,0,0
多 步行,More walking,4,0,0,3,0,0,0,0,0,0
多 游客,Many tourists,35,0,0,5,17,0,10,0,0,0
多 玩,Play more,3,0,0,0,2,0,0,0,0,0
多 班次,Multiple shifts,6,0,0,0,5,0,0,0,0,0
多 班车,Multiple shuttle,5,0,0,0,0,0,5,0,0,0
多 百货,Department store,3,0,0,0,0,0,2,0,0,0
多 真,How true,2,0,0,2,0,0,0,0,0,0
多 种类,Many kinds,39,0,0,13,9,3,10,2,0,0
多 空间,Multiple space,5,0,0,0,0,0,2,0,0,0
多 米,Many meters,5,0,2,2,0,0,0,0,0,0
多 类,Multiple types,3,0,0,0,0,0,0,0,0,0
多 线路,Multiple lines,6,0,0,2,3,0,0,0,0,0
多 缘故,More sake,2,0,0,0,2,0,0,0,0,0
多 缺点,Many disadvantages,5,0,0,0,0,2,2,0,0,0
多 美人,How beautiful,3,0,0,0,0,0,2,0,0,0
多 美食,More gourmet,12,0,0,6,0,0,3,0,0,0
多 老外,Much foreigner,3,0,0,2,0,0,0,0,0,0
多 肥牛,More fat cow,2,0,0,0,0,0,2,0,0,0
多 背包客,Multiple backpackers,2,0,0,0,2,0,0,0,0,0
多 花样,Multiple,2,0,0,0,0,0,0,0,0,0
多 药妆,Multiple cosmeceuticals,2,0,0,2,0,0,0,0,0,0
多 药店,Multiple pharmacies,2,0,0,0,2,0,0,0,0,0
多 蔬菜,More vegetables,2,0,0,2,0,0,0,0,0,0
多 行李,Much luggage,66,0,6,19,26,0,13,0,0,0
多 衣服,Multiple clothes,2,0,0,0,0,0,0,0,0,0
多 设施,Multiple facilities,11,0,0,3,3,3,2,0,0,0
多 话,Chatty,22,0,3,9,3,4,3,0,0,0
多 购物点,More shopping spots,4,0,0,0,4,0,0,0,0,0
多 超市,Multi supermarket,5,0,0,2,0,0,2,0,0,0
多 车,Multiple cars,2,0,0,0,0,0,0,0,0,0
多 车子,Many cars,2,0,0,0,0,0,0,0,0,0
多 车次,Multiple trains,4,0,0,0,3,0,0,0,0,0
多 选择,multiple choice,38,0,0,8,15,4,7,0,2,0
多 逛,More shopping,3,0,0,2,0,0,0,0,0,0
多 酒店,Multiple hotels,32,0,2,10,13,3,3,0,0,0
多 钱,Rich,4,0,0,0,0,0,2,0,0,0
多 银座,More Ginza,2,0,0,0,0,0,0,0,0,0
多 门口,Multiple doorways,2,0,0,0,0,0,0,0,0,0
多 问题,Multiple problems,2,0,0,0,0,0,0,0,0,0
多 附近,Many nearby,7,0,2,2,2,0,0,0,0,0
多 项目,Multiple items,7,0,0,0,2,5,0,0,0,0
多 频道,Multiple channels,2,0,0,0,0,0,0,0,0,0
多 风景,Many scenery,2,0,0,0,0,0,0,0,0,0
多 餐厅,Multiple restaurants,24,0,0,3,6,3,10,0,0,0
多 餐饮,More meals,6,0,0,0,5,0,0,0,0,0
多 餐饮店,Many restaurants,2,0,0,0,0,0,0,0,0,0
多 餐馆,Many restaurants,8,0,0,3,4,0,0,0,0,0
多 饭店,Many restaurants,17,0,0,8,3,4,0,0,0,0
多 饭馆,Many restaurants,2,0,0,2,0,0,0,0,0,0
多 饮食,More diet,2,0,0,0,0,0,0,0,0,0
多 饮食店,Many restaurants,2,0,0,2,0,0,0,0,0,0
好 多,A lot,2,0,0,0,0,0,0,0,0,0
巨 多,Huge,2,0,0,0,0,0,0,0,0,0
没有 一般,No average,44,0,2,15,9,4,11,2,0,0
没有 中文,no Chinese,30,0,2,10,7,3,5,0,3,0
没有 价格,No price,6,0,0,0,4,0,0,0,0,0
没有 多,No more,44,0,0,15,11,7,7,2,2,0
没有 看到,did not see,23,0,0,3,4,3,10,0,2,0
没有 老,No old,3,0,0,0,0,0,2,0,0,0
没有 能,No can,2,0,0,0,0,0,2,0,0,0
没有 见,No see,3,0,0,0,0,0,0,0,0,0
没有 订,Not ordered,32,0,0,10,10,8,3,0,0,0
没有 说,Did not say,103,0,4,30,35,8,21,2,3,0
没有 距离,No distance,4,0,0,3,0,0,0,0,0,0
没有 陈旧,Not stale,11,0,0,2,3,0,3,0,0,0
没有 需要,No need,12,0,2,5,4,0,0,0,0,0
看到,see,550,0,45,194,162,46,84,6,13,0
老,old,297,0,14,88,74,21,86,9,5,0
老 先生,Old sir,2,0,0,0,0,2,0,0,0,0
老 外观,Old appearance,3,0,0,2,0,0,0,0,0,0
老 店,Old shop,15,0,0,5,2,0,6,0,0,0
老 建筑,Old building,4,0,0,4,0,0,0,0,0,0
老 感觉,Old feeling,4,0,0,0,0,0,0,0,0,0
老 房子,old house,2,0,0,0,0,0,0,0,0,0
老 房间,Old room,9,0,0,0,5,0,2,0,0,0
老 服务,Old service,2,0,0,0,0,0,2,0,0,0
老 楼,Old building,9,0,0,2,4,0,2,0,0,0
老 点,Old point,2,0,0,2,0,0,0,0,0,0
老 烟鬼,Old smoker,2,0,0,0,2,0,0,0,0,0
老 相对比,Old relative,3,0,0,0,3,0,0,0,0,0
老 硬件,Old hardware,2,0,0,0,0,0,2,0,0,0
老 街,Old street,2,0,0,2,0,0,0,0,0,0
老 装修,Old decoration,11,0,0,0,0,0,8,0,0,0
老 设备,Old equipment,6,0,0,2,2,0,0,0,0,0
老 设施,Old facility,58,0,5,18,13,2,18,0,2,0
老 酒,Old wine,11,0,0,6,2,0,2,0,0,0
老 酒店,Old hotel,74,0,5,24,15,6,20,3,0,0
老 馆,Old hall,2,0,0,0,0,0,0,0,0,0
能,can,1353,0,76,486,432,98,222,25,14,0
见,see,59,0,4,23,14,5,10,0,3,0
订,Order,533,0,38,205,136,48,89,5,12,0
说,Say,1196,0,49,371,389,93,235,18,41,0
赤坂,Akasaka,2,0,0,0,0,0,0,0,0,0
超级 多,Super much,2,0,0,0,0,0,0,0,0,0
距离,distance,434,0,46,207,84,16,60,10,11,0
陈旧,obsolete,319,0,24,137,86,17,42,7,6,0
陈旧 家具,Obsolete furniture,3,0,0,3,0,0,0,0,0,0
陈旧 感觉,Stale feeling,4,0,0,0,2,0,0,0,0,0
陈旧 房间,Outdated room,10,0,0,5,0,0,3,0,0,0
陈旧 有些,Outdated somewhat,2,0,0,0,0,0,0,0,0,0
陈旧 点,Stale point,8,0,0,5,0,0,0,0,0,0
陈旧 装修,Old decoration,5,0,0,3,0,0,0,0,0,0
陈旧 设备,Obsolete equipment,18,0,2,5,9,0,2,0,0,0
陈旧 设施,Obsolete facilities,184,0,11,84,47,13,21,4,4,0
陈旧 酒店,Outdated hotel,10,0,2,5,0,0,2,0,0,0
需要,need,696,0,38,233,195,56,142,10,22,0
