RID,HotelID,CommentPage,CommentID,SentenceNumber,Sentence
91,736820,7,148111557,1,地理 位置 非常 好 ， 机场 出来 不 用 换车 ， 海南 特急 一 辆 车 就 能 到 ， 附近 有 很 多 吃 的 ， 出 门 就 是 高 岛 屋 ， 总之 非常 方便 ， 下次 还 会 选择 他 家
92,736820,7,145509212,1,交通 、 购物 极其 方便
93,736820,7,156305609,1,床 实在 是 太 小 了 ， 还 不 能 加 被子
94,736820,7,144838440,1,很 不错
95,736820,8,167762494,1,除了 交通 便利 ， 没有 一 点 好处 了 ， 说 了 要无 烟 房 ， 一 打 开门 一 股子 烟味 ， 怀疑 卫生 都 没 做 ， 洗发水 和 沐浴 液 没放 在 篮子 里
96,736820,8,167762494,2,电视机 桌面 上 有 灰 ， 脏脏 的 ， 感觉 像 国内 无星级 酒店 ， 不 知道 前面 的 好评 是 真 是 假 了
97,736820,8,167762494,3,真心 难受 ， 明天 试试 去 换 房间 ， 今天 太 晚 了 经不起 折腾 ， 先 睡觉
98,736820,8,167762494,4,酒店 心里有数 ， 门口 就 放 了 一 只 空气 清新剂
99,736820,8,145578915,1,房间 有 异味 两 天 才 打扫 一 次 没有 每天 打扫
100,736820,8,156305695,1,房间 小 ， 床 小 ， 真的 很 小
101,736820,8,95659278,1,酒店 的 位置 太 棒 啦
102,736820,8,95659278,2,从 关西 机场 到 N a b a m 站 ， 南海 快 轨 - 空港 特急 直接 坐 到 ， 到 车站 的 中央 札口 走 出来 会 看到 O i O i ， 再 左转 ， 大约 600 米 ， 看到 全家 超市 ， 旁边 有 停车场 ， 就 到 了
103,736820,8,95659278,3,N a b a m 是 大阪市 中心 ， 最 繁华 的 商圈 ， 心 斋 桥 、 道 顿 掘 都 在 这里
104,736820,8,95659278,4,对于 自由 行 的 朋友 们 ， 选择 住 在 N a b a m 会 很 方便
105,736820,8,95659278,5,另外 酒店 房间 真心 很 小 ， 双人床 也 只 有 1.2 米 宽 ， 但是 酒店 服务 很 好 ， c h i n k i n 和 c h i n k o u t 都好 快
106,736820,8,59310002,1,酒店 地理 位置 很 好 ， 就 是 门口 有点小 ， 要 不 是 出租车 师傅 直接 给 我 送 到 门口 ， 要是 我 自己 去 找 的 话 还 是 挺 不显眼 的
107,736820,8,59310002,2,周围 的 交通 和 便利店 都 很 方便
108,736820,8,59310002,3,房间 不大 但是 东西 都 齐全 ， 可以 满足 出行 的 基本 需求 ， 服务 也 很 不错 ， 我们 到 的 时间 较 晚 ， 是 凌晨 了 ， 酒店 前台 办理 入 住 很 快 很 不错 ， 退房 也 很 快 ， 卫生 的 话 还行 ， 一般 ， 就 是 地毯 蛮 脏 的 ， 其他 都 挺 满意 的
109,736820,8,99509872,1,酒店 位置 优越 ， 离 南海 难 波 电 铁 站 以及 心 筋斋桥 商业街 5 分钟 之 遥 ， 周边 还有 高 岛 屋 &O I O I 大型 商场
110,736820,8,99509872,2,酒店 内部 安静 ， 听 不 到 电 铁的 声音 ， 装修 简洁 高雅 ， 非常 棒
111,736820,8,62199500,1,很 方便 ， 地点 难 波 站 5 号 出口 ， 五 分钟 便是
112,736820,8,62199500,2,难 波 是 大阪 中心 交通 纽带 ， 去 机场 ， 奈良 ， 神户 都 有 直达 ， 酒店 是 我 在 日本 住 的 最 大 的 房间 ， 床 也 是
113,736820,8,62199500,3,去 心 斋 桥 逛 街 走路 10 分钟
114,736820,9,61715230,1,本次 大阪 行 最 满意 的 酒店 位置 很 棒 ， 离 难 波 交通 枢纽 走路 一 分钟 房间 设施 比较新 ， w i f i 很 好 早餐 丰富 而且 不贵 ， 1000 日元 一 位
115,736820,9,61715230,2,从 酒店 步行 去 道 顿 掘 ， 心 斋 桥 也 就 10 钟
116,736820,9,61715230,3,强力 推荐
117,736820,9,67120819,1,日本 之 行 第一 家 酒店 ， 很 满意
118,736820,9,67120819,2,机场 乘坐 男 孩 电铁 ， 出来 谷歌 地图 走 一 点 就 到 了
119,736820,9,67120819,3,地点 闹 中 取静 ， 往 北 走 500 m 就 是 最 热闹 的 道顿崛 ， 途中 经过 高 岛 屋 ， o i o i 购物 中心 ， 逛 得 很 开心
120,736820,9,67120819,4,向 东 还有 黑 门 市场 日本 桥 ， 真是 不 愁 没处 玩
121,736820,9,67120819,5,房间 干净 ， 设施 一应俱全 ， 洗漱 用品 是 p o l a ， 如果 一定 要 说 缺点 的 话 ， 两 个 人 的 床 略微 有 点小 ， 不过 这个 价格 很 超值
122,736820,9,78560599,1,酒店 的 地理 位置 极佳 ， 难 波 站 5 号 口 出来 马路 对面 是 个 药妆 店 ， 沿着 药妆 店 走过 全家 就 能 看到 停车场 ， 这 就 是 酒店 后门 了 ， 相当 好找
123,736820,9,78560599,2,地处 高 岛 屋 对面 ， 边上 就 是 0101 百货 ， 步行 可 到 道 顿 堀及心 斋 桥 ， 一路 药妆 跟 小吃店 相当 多 ， 逛 街买买买 都 很 方便
124,736820,9,78560599,3,而 酒店 设施 相对 逊色 ， 虽然 东西 齐全 但是 档次 并 不 是 很 高 （ 包括 卫 洗 丽 吹风机 烧水壶 之类 ） ， 房间 倒是 挺 大 ， 干净 程度 相对 五星 酒店 欠佳 （ 只 是 相 比较而言 ， 本身 也 是 十分 干净 的
125,736820,9,78560599,4,每天 也 会 打扫 十分 尽 责 的 ）
126,736820,9,78560599,5,p o l a洗沐 用品 及 洗面 洗手 液 很 好 用
127,736820,9,78560599,6,可能 跟 日本 水质 好 也 有 关系 ， 滋润 不 涩十分 舒适
128,736820,9,78560599,7,总体来说 是 家 性价比 相当 高 的 酒店
129,736820,9,78560599,8,出于 其 无敌 的 地理 位置 及 价格 便宜 的 角度 来看 十分 值得 入 住
130,736820,9,100013093,1,位置 在 难 波 5 号 地铁口 出来 的 麦当劳 对面 小 巷子 里 ， 不 太 好找 ， 距离 心 斋 桥 大概 15 分钟 步行 ， 自助 早餐 1000 日元 一 位 ， 房间 比 东京 要 大 ， 华人 前台 服务 态度 一般 ， 中 规 中矩 ， 没什么 亮点
131,736820,9,93212081,1,酒店 所 处 的 位置 绝对 便利 ， 吃饭 购物 、 外出 交通 ， 都 o k
132,736820,9,93212081,2,房间 真心 不 大 ， 但是 干净 整洁 ， 大堂 有 免费 咖啡 ， 前台 有 一个 姓 李 的 工作 人员 会 说 中文 ， 我们 中间 到 京都 住 了 一 天 ， 行李 就 寄 存在 这个 酒店 ， 第二 天 回来 ， 他们 还 帮 我们 把 行李 送 到 了 房间 ， 服务 很 到位 ， 外出 对面 就 是 高 岛 屋 ， 在 过 马路 就 是 戎 筋桥 ， 吃 、 玩 、 购物 ， 下次 再 去 大阪 ， 这家 酒店 仍 是 首选
133,736820,9,100365331,1,位置 真的 很 不错 ， 从 酒店 出来 步行 3 分钟 就是 地铁 南海 线 ， 步行 六七 分钟 就是 道 顿堀 购物 一 条 街 ， 各种 吃 的 逛 的 ， 适合买买买~~~ ~ 酒店 服务 很 好 ， 提供 的 洗漱 用品 也 很 不错 ~ ~ ~ 相 比较而言 ， 这 间 双人 大 床 房 要 比 其他 酒店 的 大 床 大一 点 ， 两 个 女 孩子 睡 完全 没有 问题 ， 房间 内部 也 比较 大 ， 买 的 两 三 箱 东西 摊 了 一 地 也 不 会 没有 落脚 的 地方 ~ ~ ~ 附近 便利店 很 多 ， 很 方便 ~ ~ ~
134,736820,9,57105538,1,从 京都 回来 ， 只 住 了 这里 一 晚 ， 有 点 可惜 ， 位置 很 好 ， 按照 携 程上 有 个 人 的 描述 很 容易 找到 的 （ 太 精准 了 ）
135,736820,9,57105538,2,不 算 很 小 ， 酒店 蛮 新 ， 设置 齐全
136,736820,9,57105538,3,难 波 的 步行街 近在 咫尺 ， 晚上 吃饭 喝 小酒 的 馆子 好多 啊 ， 都 非常 有 特色 ， 下次 还 想 住 在 这里
137,736820,9,43939412,1,酒店 在 地下 铁 难 波 站 5 号 口 对面 的 小巷 里 ， 第一 天 去 的 时候 找 了 一阵 ， 不过 这个 地 点 对于 购物 和 交通 来说 都 很 方便 ， 步行 5 分钟 可以 到达 往返 关西 空港 的 南海 难 波 站
138,736820,9,43939412,2,总的来说 酒店 的 性价比 挺 高
139,736820,9,43939412,3,前台 的 英语 不错 ， 沟通 无压力
140,736820,9,43939412,4,自助 早餐 1000 日元 / 人 / 天 ， 味道 还 可以 ， 就 是 品种 不 多
141,736820,9,43939412,5,酒店 外观 挺 新 的 ， 但 里面 的 设施 就 有点 年头 了 ， 比如 房间 里 的 电 水壶 制造 时间 是 2004年 ， 插座 的 位置 设计 的 也 不 太 合理
142,736820,10,43939299,1,酒店 在 地下 铁 难 波 站 5 号 口 对面 的 小巷 里 ， 第一 天 去 的 时候 找 了 一阵 ， 不过 这个 地 点 对于 购物 和 交通 来说 都 很 方便 ， 步行 5 分钟 可以 到达 往返 关西 空港 的 南海 难 波 站
143,736820,10,43939299,2,总的来说 酒店 的 性价比 挺 高
144,736820,10,43939299,3,前台 的 英语 不错 ， 沟通 无压力
145,736820,10,43939299,4,自助 早餐 1000 日元 / 人 / 天 ， 味道 还 可以 ， 就 是 品种 不 多
146,736820,10,43939299,5,酒店 外观 挺 新 的 ， 但 里面 的 设施 就 有点 年头 了 ， 比如 房间 里 的 电 水壶 制造 时间 是 2004年 ， 插座 的 位置 设计 的 也 不 太 合理
147,736820,10,97524939,1,是 我 住 过 最 小 的
148,736820,10,97524939,2,位置 是 不错
149,736820,10,97524939,3,服务 谈 不 上 好 与 坏
150,736820,10,97524939,4,一般 般
151,736820,10,97524939,5,离心 斋 桥 10 分钟
152,736820,10,97524939,6,仅 位置 好
153,736820,10,97524939,7,想 要 方便 的 可以 选择
154,736820,10,97524939,8,我 订 的 时候 合成 人民币 将 近 一千 块
155,736820,10,48477631,1,非常 不错 的 酒店 ， 对面 就是 南海 难 波 车站 ， 地铁 也 方便 ， 服务 好 ， 环境 不错 ， 非常 干净 ， 面积 比 一般 酒店 要 大 一点点
156,736820,10,138696137,1,酒店 就 在 难 波 站 旁边 ， 非常 方便
157,736820,10,138696137,2,晚上 到 的 酒店 ， 前台 不 算 太 热情
158,736820,10,138696137,3,房间 还 好 ， 比 东京 的 房间 大
159,736820,10,138696137,4,周边 有 便利店 和 居酒屋
160,736820,10,138696137,5,走路 去 道 掘 顿 心 斋 桥 还有 黑 门 市场 都 很 近
161,736820,10,81042392,1,交通 位置 非常 好 ， 从 心 斋 桥 可以 直接 走 回来
162,736820,10,81042392,2,旁边 是 n a m b o 站 ， 到 哪里 都 方便
163,736820,10,81042392,3,还有 大阪 最 著名 的 建筑 难 波 公园 ， 喜欢 建筑 的 朋友 可以 去 看
164,736820,10,81042392,4,购物 的 话 ， 周围 商场 特多
165,736820,10,81042392,5,还有 买 电器 最 好 的 b i g c a m a r a
166,736820,10,81042392,6,房间 的 话 比较 干净 ， 小小的
167,736820,10,81042392,7,有 大堂 ， 已经 比较 惊喜 了
168,736820,10,81042392,8,价格 还 好
169,736820,10,81042392,9,700 左 右 一 晚
170,736820,10,81042392,10,下面 有 很多 吃饭 的 店
171,736820,10,80514566,1,如果 是 从 关西 机场 走 ， 直接 南海 快 轨 到 南 波 站下 左转 50 你 就 到
172,736820,10,80514566,2,（ 注意 南海 车 有 快车 和 慢车 之 分 ， 好像 差 了 20 人名 币 吧 ）
173,736820,10,80514566,3,自己 选择
174,736820,10,80514566,4,离 地铁站 和 近 铁 站 都 很 近 ， 去 新 斋 桥 步行 10 分钟 ， 早 点 自助 1000 日元 ， 酒店 设施 非常 不错 ， 屋子 比 东京 大 很 多
175,736820,10,70446576,1,酒店 位置 真的 是 很 好 呢 ， 不过 设施 有 点 老 ， 服务 还 可以 吧
176,736820,10,70446576,2,出行 非常 方便 ， 离 道 顿堀 ， 南海 电 铁 都 非常 的 近
177,736820,10,70446576,3,楼下 有 个 全家 ， 路过 全家 ， 边上 是 个 小型 停车场 ， 停车场 边上 有 条 小道 ， 可以 通往 酒店 的 边门
178,736820,10,52381724,1,离 车站 很 近 ， 到 南 波 商业区 也 很 近
179,736820,10,52381724,2,酒店 很 新 ， 环境 舒适 ， 床 个 很 大 ， 房间 在 日本 算是 宽敞 的 了
180,736820,10,52381724,3,隔音 很 好 ， 晚上 很 安静 性 ， 价比 还 不错
181,736820,11,47297646,1,酒店 在 难 波 站 附近 ， 走路 去 道顿堀 也 不 是 很 远 ， 房间 虽然 不 大 ， 但是 很 精致 ， 唯一 的 缺憾 是 床 有点小
182,736820,11,47297646,2,性价比 很 高 的 ， 下次 如果 去 大阪 还 会 考虑 这家 酒店 的
183,736820,11,90066474,1,还 不错 ， 面积 挺 大 了
184,736820,11,86183867,1,"在 南海 电铁 / 地下 铁 5 号 出口处 ， 过 马路 ， 马 路边 有 个 小 药妆 ， 走 过去 有 全 佳 超 市场 ， 全 佳 超市 旁边 就 是 该 酒店 的 停车场 , 从 地铁 出口 到 酒店 步行 2 分钟"
185,736820,11,86183867,2,离戎道筋 很近 ， 旁边 就 是 高 岛 屋 和 0101 ， 酒店 周围 相当 热闹 ， 出行 方便
186,736820,11,86183867,3,酒店 的 早餐 1000 日元 ， 丰富 可口
187,736820,11,86183867,4,下次 还 住 这家
188,736820,11,80395163,1,位置 比较 好 ， 到 了 大阪 过关 用 了 三 个 多 小时 ， 还 好 坐 到 最后 一 班 大巴 到 难 波 ， 结果 下 车 走 了 几 分钟 就 到 了
189,736820,11,80395163,2,突然 感觉 十分 幸运 ， 第二 天 出门 没 多远 就 是 地铁 ， 旁边 就 是 O I O I 商场 ， 走 十 分钟 就 到 心 斋 桥
190,736820,11,80395163,3,酒店 设置 也 比较 好 ， 而且 大阪 酒店 都 有 洗面奶 ， 洗漱 用品 朋友 说 都 是 日本 商场 的 货 ， 意思 是 比较 好
191,736820,11,80395163,4,东京 酒店 都 没有 洗面奶
192,736820,11,80395163,5,以后 去 大阪 这个 酒店 是 首选
193,736820,11,63821738,1,首选 南海 瑞士 沒订 到 ， 就 在 携 程上 看 点评 最终 选 的 这家 ， 就 在 南海 瑞士 对面 ， 位置 还 是 可以 的 ， 设施 肯定 不如 海南 瑞士 ， 但 日本 的 酒店 都 非常 干净 ， 所以 还 是 值得 推荐 的
194,736820,11,63392461,1,就 在 南海 难 波 站 旁边 ， 位置 很 好 ， 去 哪里 都 方便
195,736820,11,63392461,2,就 像 前面 的 人 评价 的 一样 ， 只要 找到 地铁 难 波 站 5 号 出口 ， 出来 后 直 过 马路 ， 再 走 一 分钟 就 能 看见 酒店 后门 ， 酒店 后门 就 是 个 小型 停车场 ， 这个 门 可以 进出
196,736820,11,60297140,1,酒店 位置 非常 好 ， 离 地铁站 走路 3 分钟 左右 ， 购物 也 很 方便 ， 就是 酒店 的 门口 不 是 特别 明显 ， 第一 次 去 要 注意 看 才 行
197,736820,11,60297140,2,房间 挺 干净 的 ， 该有 的 都 有 ， 服务 也 很 好 ， 不错 ， 值得 推荐
198,736820,11,57823427,1,位置 很 好 ， 出门 步行 不 到 10 分钟 就 到 道 顿崛 ， 离电电街 也 很 近 ， 方便 购买 电子 产品 ， 特别 是 宅 男 购买 宅 物 ， 交通 出行 也 方便 ， 到 机场 的 直接 在 0101 楼下 就 有 南海 电车 站直 接到 机场
199,736820,11,57823427,2,推荐
200,736820,12,50631620,1,酒店 离 难 波 站 非常 近 ， 转 个 弯 就 是 高 岛 屋 ， 走 到 道 顿崛 、 心 斋 桥 也 很 方便
201,736820,12,50631620,2,大堂 环境 优雅 ， 房间 在 日本 算 不 小 的 了 ， 尤其 是 床 也 不 小 ， 卫生 设施 没话 说 ， 干净 卫生 ， 味道 好闻 ， 有 w i f i ， 景色 靠 马路 ， 但是 很 隔音 ， 非常 舒适 的 酒店 ， 性价比 高
202,736820,12,48714155,1,卫生 和 服务 是 霓虹 国 的 一贯 高 水平 房间 空间 也 是 霓虹 标准 鸽子笼 装修 有 个 几 年 了 设施 有 少少 旧 所以 扣 一 星 地段 有点小 偏僻 不 是 特别 繁华 扣 一 星 酒店 服务 人员 英文 不好 扣 一 星 其他 对于 这价 位 没话 可 说
203,736820,12,77348294,1,走 到 心 斋 桥 还 是 有 点 距离 的 五号 口出 来过 马路 会 看到 路口 有 个 药妆 店 往 前 笔直 走 第一 个 弄堂 左转 在 看到 有 个 路口 右转 是 在 弄堂 里 的 酒店 对面 就是 停车场 不过 性价比 还是 挺 高 的 比 想象 中 的 大多 了
204,736820,12,59835064,1,难 波 电 铁 站 4 分钟 的 路程 ， 位置 超级 好
205,736820,12,59835064,2,樱花 季 能 订 到 这样 的 房价 ， 不 是 一般 的 开心
206,736820,12,59835064,3,房间 不 大 ， 但 两 人 住 还行
207,736820,12,59835064,4,最 好 临行 前 问 一下 酒店 那个 地铁站 出口 或 南海 站 出口 最近 ， 省得 绕路
208,736820,12,59835064,5,酒店 在 路 靠 里面 一点点 ， 第一 次 不 那么 容易 好找 的
209,736820,12,59835064,6,整体 来 说 ， 服务 都 很 好
210,736820,12,44411881,1,酒店 还 是 很 干净 的 ， 但是 难 波 站 毕竟 不 是 各 条 线路 到 大阪 的 中心 区域 ， 大概 只有 奈良 线 ， 和 南海 电 铁 比较 方便
211,736820,12,44411881,2,离 南海 电 铁 比较 近 ， 小 间 大 床 房 确实 不 大 ， 但是 其他 整体 还 可以
