keyword,translated_keyword,0: All Prices,1: 0 to 2500,2: 2500 to 5000 yen,"3: 5000 to 10,000 yen","4: 10,000 to 15,000 yen","5: 15,000 to 20,000 yen","6: 20,000 to 30,000 yen","7: 30,000 to 50,000 yen","8: 50,000 to 100,000 yen","9: 100,000 to 200,000 yen"
不错 寿司,Good sushi,2,0,0,0,0,0,0,0,0,0
不错 小店,Nice shop,6,0,0,0,0,0,0,0,3,0
不错 小样,Good sample,3,0,0,0,0,0,0,2,0,0
不错 居酒屋,Good izakaya,17,0,0,0,2,3,7,2,3,0
不错 布局,Nice layout,4,0,0,0,2,2,0,0,0,0
不错 帮,Good help,3,0,0,0,2,0,0,0,0,0
不错 床,Nice bed,8,0,0,0,0,3,2,0,0,0
不错 店,Nice shop,27,0,0,0,2,5,5,7,8,0
不错 庭院,Nice courtyard,2,0,0,0,0,0,0,0,0,0
不错 影像,Good image,3,0,0,0,3,0,0,0,0,0
不错 态度,Good attitude,77,0,0,0,9,20,16,17,13,2
不错 性价比,Good value for money,259,0,0,6,17,43,90,48,52,3
不错 总体,Good overall,182,0,0,0,3,27,51,42,54,4
不错 情况,Good situation,8,0,0,0,0,2,3,0,0,0
不错 感受,Good feeling,11,0,0,0,0,0,3,0,8,0
不错 感觉,Good feeling,91,0,0,5,9,16,25,10,20,6
不错 房,Nice room,12,0,0,0,0,0,2,4,5,0
不错 房价,Good price,3,0,0,0,0,0,0,0,0,0
不错 房间,Nice room,316,0,0,3,14,36,72,72,107,12
不错 拉面,Good ramen,4,0,0,0,0,0,2,0,0,0
不错 按摩椅,Nice massage chair,2,0,0,0,0,0,2,0,0,0
不错 推荐,Good recommended,13,0,0,0,0,2,0,3,7,0
不错 放假,Good holiday,2,0,0,0,0,0,0,0,0,0
不错 效果,Good effect,27,0,0,0,0,4,13,4,5,0
不错 整体,Good overall,114,0,0,0,8,8,32,23,40,2
不错 料,Not bad,2,0,0,0,0,0,0,0,2,0
不错 料理,Good cuisine,3,0,0,0,0,0,0,0,0,0
不错 方面,Good aspect,102,0,0,0,9,22,17,18,32,4
不错 旁边,Not bad next to,3,0,0,0,0,0,0,2,0,0
不错 旅游,Nice tourist,2,0,0,0,0,0,0,0,0,0
不错 旅行,Nice travel,6,0,0,0,0,0,0,0,5,0
不错 旅馆,Nice hotel,2,0,0,0,0,0,0,0,0,0
不错 日航,Good Nikko,2,0,0,0,0,0,0,0,2,0
不错 早歺,Good morning,2,0,0,0,0,0,0,0,0,0
不错 早餐,Good breakfast,696,0,0,12,26,114,135,140,256,13
不错 早饭,Good breakfast,58,0,0,0,6,12,8,12,20,0
不错 晚餐,Good dinner,11,0,0,0,0,0,0,0,8,0
不错 晚饭,Good dinner,2,0,0,0,0,0,0,0,0,0
不错 景,Good view,8,0,0,0,0,0,2,3,2,0
不错 景点,Good attractions,2,0,0,0,0,0,2,0,0,0
不错 景色,Nice view,106,0,0,0,3,8,9,23,56,7
不错 景观,Nice landscape,34,0,0,0,0,0,4,10,17,3
不错 朋友,Nice friend,3,0,0,0,0,0,0,0,0,0
不错 服务,Good service,948,0,0,8,40,135,222,156,363,24
不错 服务业,Service industry,5,0,0,0,0,2,2,0,0,0
不错 服务员,Nice waiter,5,0,0,0,0,0,2,0,2,0
不错 村,Nice village,2,0,0,0,0,0,0,2,0,0
不错 条件,Good condition,45,0,0,0,2,10,16,7,10,0
不错 档次,Not bad grade,2,0,0,0,0,0,0,0,0,0
不错 楼,Good floor,2,0,0,0,0,0,0,0,2,0
不错 楼下,Good downstairs,7,0,0,0,0,0,0,0,4,0
不错 楼层,Good floor,2,0,0,0,0,0,0,0,2,0
不错 氛围,Nice atmosphere,2,0,0,0,0,0,0,0,0,0
不错 水准,Good standard,5,0,0,0,0,0,0,0,2,2
不错 水平,Good level,5,0,0,0,0,0,2,0,0,0
不错 水果,Good fruit,2,0,0,0,0,0,0,0,0,0
不错 汉语,Good Chinese,3,0,0,0,0,3,0,0,0,0
不错 汤,Good soup,6,0,0,2,0,0,0,0,3,0
不错 沙滩,Nice beach,4,0,0,0,0,0,0,0,3,0
不错 泡汤,Good bathing,2,0,0,0,0,0,0,2,0,0
不错 泳池,Nice swimming pool,7,0,0,0,0,0,0,0,7,0
不错 洁度,Good cleanliness,2,0,0,0,0,0,0,0,2,0
不错 洗衣机,Good washing machine,2,0,0,0,0,0,0,2,0,0
不错 浴场,Nice bath,8,0,0,0,0,0,2,0,6,0
不错 浴室,Nice bathroom,4,0,0,0,0,0,2,0,0,0
不错 浴缸,Nice bathtub,4,0,0,0,0,0,0,0,2,0
不错 海景,Nice sea view,6,0,0,0,0,0,0,0,5,0
不错 海洋馆,Good aquarium,2,0,0,0,0,0,2,0,0,0
不错 清仓,Good clearance,4,0,0,0,0,0,4,0,0,0
不错 温泉,Nice spa,61,0,0,0,2,4,6,5,42,2
不错 游泳池,Nice swimming pool,9,0,0,0,0,0,0,0,5,3
不错 澡堂,Nice bathhouse,2,0,0,0,0,0,0,2,0,0
不错 灰,Good gray,3,0,0,0,0,0,0,0,2,0
不错 烤肉店,Good rotisserie,2,0,0,0,0,0,0,0,0,0
不错 烧肉,Good roast pork,2,0,0,0,0,0,0,0,0,0
不错 热情,Good enthusiasm,3,0,0,0,0,0,0,0,0,0
不错 热汤,Good hot soup,2,0,0,0,0,0,0,0,0,0
不错 热海,Not bad Atami,2,0,0,0,2,0,0,0,0,0
不错 牌子,Good brand,2,0,0,0,0,0,0,0,2,0
不错 牛奶,Good milk,5,0,0,0,0,0,0,5,0,0
不错 牛肉,Good beef,3,0,0,0,0,0,0,0,0,0
不错 状况,Good condition,9,0,0,0,2,2,2,0,2,0
不错 环境,Good environment,761,0,0,5,24,102,191,156,255,28
不错 班车,Nice shuttle,4,0,0,0,0,0,0,2,2,0
不错 甜品,Nice dessert,4,0,0,0,0,0,0,0,2,0
不错 甜点,Nice dessert,2,0,0,0,0,0,2,0,0,0
不错 用具,Good utensils,2,0,0,0,0,0,0,0,0,0
不错 用品,Good supplies,30,0,0,0,0,0,6,3,21,0
不错 百货,Good department store,4,0,0,0,0,0,0,0,3,0
不错 真心,Not bad really,28,0,0,0,0,2,9,0,14,0
不错 硬件,Good hardware,10,0,0,0,0,0,0,3,5,0
不错 种类,Good type,2,0,0,0,0,0,0,0,0,0
不错 程度,Good degree,5,0,0,0,0,0,0,0,5,0
不错 空气,Nice air,3,0,0,0,0,0,0,0,2,0
不错 空间,Nice space,15,0,0,0,3,2,5,4,0,0
不错 窗户,Nice windows,2,0,0,0,0,0,0,0,0,0
不错 管理,Good management,7,0,0,0,0,2,3,0,2,0
不错 细节,Nice details,10,0,0,0,0,0,5,0,4,0
不错 维护,Good maintenance,6,0,0,0,0,0,0,0,4,0
不错 网络,Good network,3,0,0,0,0,2,0,0,0,0
不错 美食,Good food,2,0,0,0,0,0,0,2,0,0
不错 肉食,Good meat,2,0,0,0,0,0,0,0,0,0
不错 自助餐,Good buffet,37,0,0,0,0,4,4,4,23,0
不错 舒适度,Good comfort,3,0,0,0,0,0,0,0,2,0
不错 花园,Nice garden,2,0,0,0,0,0,0,0,0,0
不错 英文,Good english,56,0,0,0,5,8,16,9,15,3
不错 英语,Good english,52,0,0,0,3,7,15,11,14,0
不错 茶,Good tea,3,0,0,0,0,0,0,0,2,0
不错 街景,Good street view,2,0,0,0,0,0,0,0,2,0
不错 装修,Nice decoration,24,0,0,0,2,3,10,3,5,0
不错 西餐,Good western food,4,0,0,0,0,0,0,0,4,0
不错 视野,Good view,22,0,0,0,0,0,4,6,10,2
不错 设备,Good equipment,15,0,0,0,2,2,3,2,6,0
不错 设施,Good facilities,389,0,0,0,16,38,90,59,170,15
不错 设计,Nice design,8,0,0,0,0,3,0,2,0,2
不错 评价,Good review,9,0,0,0,0,3,0,0,2,0
不错 话,Good words,3,0,0,0,0,0,0,0,3,0
不错 质,Good quality,2,0,0,0,0,0,0,0,0,0
不错 质量,Good quality,25,0,0,0,2,4,3,0,15,0
不错 购物,Good shopping,10,0,0,0,0,0,3,0,6,0
不错 走路,Good walk,2,0,0,0,0,2,0,0,0,0
不错 超市,Nice supermarket,10,0,0,0,0,2,0,2,4,0
不错 路线,Good route,2,0,0,0,0,0,0,0,0,0
不错 轮,Nice round,3,0,0,0,0,0,0,3,0,0
不错 软件,Good software,4,0,0,0,0,0,0,0,2,2
不错 软硬件,Good hardware and software,3,0,0,0,0,0,0,0,0,2
不错 运气,Good luck,3,0,0,0,0,0,0,0,2,0
不错 选择,Good choice,224,0,0,0,16,47,53,37,64,6
不错 速度,Good speed,10,0,0,0,0,4,0,4,0,0
不错 配套,Good package,3,0,0,0,0,0,2,0,0,0
不错 配置,Good configuration,3,0,0,0,0,0,0,0,0,0
不错 酒店,Nice hotel,1514,0,0,17,38,175,338,284,605,57
不错 酒廊,Nice lounge,2,0,0,0,0,0,0,0,2,0
不错 采光,Good lighting,2,0,0,0,0,0,2,0,0,0
不错 里面,Good inside,2,0,0,0,0,0,0,0,0,0
不错 量,Good amount,2,0,0,0,0,0,0,0,0,0
不错 铁板烧,Good teppanyaki,3,0,0,0,0,0,0,0,2,0
不错 门口,Good doorway,2,0,0,0,0,0,0,0,0,0
不错 附近,Not bad nearby,4,0,0,0,0,0,2,0,0,0
不错 隔离,Good isolation,2,0,0,0,0,0,0,0,2,0
不错 隔音,Good soundproof,29,0,0,0,2,4,11,3,9,0
不错 面,Good noodles,2,0,0,0,0,0,0,0,0,0
不错 面包店,Good bakery,4,0,0,0,0,0,4,0,0,0
不错 面积,Good area,7,0,0,0,0,0,0,3,4,0
不错 音响,Good stereo,2,0,0,0,0,0,0,0,0,0
不错 预定,Good book,2,0,0,0,0,0,0,0,2,0
不错 风景,Nice scenery,82,0,0,0,2,5,12,18,41,3
不错 风格,Nice style,6,0,0,0,0,0,3,2,0,0
不错 食,Good food,2,0,0,0,0,0,0,0,0,0
不错 食物,Good food,7,0,0,0,0,0,4,0,0,0
不错 餐,Good meal,12,0,0,0,0,2,0,0,9,0
不错 餐厅,Nice restaurant,46,0,0,0,0,3,14,5,23,0
不错 餐食,Good meal,5,0,0,0,0,0,0,0,4,0
不错 餐饮,Good dining,14,0,0,0,0,0,0,4,8,0
不错 餐馆,Nice restaurant,8,0,0,0,0,2,2,0,4,0
不错 饭,Good meal,3,0,0,0,0,0,0,2,0,0
不错 饭团,Good rice ball,2,0,0,0,0,0,0,0,0,0
不错 饭店,Nice hotel,19,0,0,0,0,0,4,3,9,0
不错 饭馆,Good restaurant,9,0,0,0,0,6,0,0,3,0
不错 饮料,Good drink,2,0,0,0,0,0,0,0,0,0
不错 鸡肉,Good chicken,2,0,0,0,2,0,0,0,0,0
不错 鸡蛋,Nice eggs,2,0,0,0,0,0,0,0,0,0
中文,Chinese,1582,0,0,20,49,200,302,215,766,30
五星级,Five star,226,0,0,0,3,5,11,22,163,22
五星级 品质,Five-star quality,2,0,0,0,0,0,0,0,0,0
五星级 大堂,Five-star lobby,2,0,0,0,0,0,0,0,2,0
五星级 宾馆,Five-star hotel,4,0,0,0,0,0,0,0,3,0
五星级 房间,Five-star room,2,0,0,0,0,0,0,0,2,0
五星级 标准,Five-star standard,11,0,0,0,0,0,0,0,11,0
五星级 水平,Five-star level,3,0,0,0,0,0,0,0,3,0
五星级 酒店,five star hotel,155,0,0,0,2,3,5,14,114,17
交通,traffic,6966,0,0,75,217,1126,2113,1176,2124,135
享用,Enjoy,58,0,0,0,0,7,9,8,33,0
人员,personnel,1816,0,0,15,104,295,367,271,686,78
价格,price,3028,0,0,44,191,532,770,513,881,97
便利,convenient,2847,0,0,26,94,455,819,465,917,71
便利 中心,Convenience Center,3,0,0,0,0,0,0,0,2,0
便利 交通,Convenient transportation,1715,0,0,19,45,263,533,275,534,46
便利 份,Convenience,2,0,0,0,0,0,0,0,0,0
便利 优点,Convenience,3,0,0,0,0,0,0,0,0,0
便利 位置,Convenient location,184,0,0,0,11,32,39,27,69,5
便利 公交车,Convenience,3,0,0,0,0,0,0,2,0,0
便利 出行,Convenience,96,0,0,2,4,15,29,21,23,2
便利 卫生,Convenience and hygiene,2,0,0,0,0,2,0,0,0,0
便利 吃住行,Convenience,4,0,0,0,0,0,0,4,0,0
便利 吃饭,Convenience,19,0,0,0,0,0,7,2,10,0
便利 周围,Convenience,14,0,0,2,0,0,3,4,3,0
便利 周边,Convenience,26,0,0,0,2,4,9,7,4,0
便利 商场,Convenience shopping mall,3,0,0,0,0,0,3,0,0,0
便利 商店,Convenience store,3,0,0,0,0,0,0,2,0,0
便利 地方,Convenient place,10,0,0,0,0,3,3,0,3,0
便利 地段,Convenience,5,0,0,0,0,0,0,2,0,0
便利 地点,Convenient location,4,0,0,0,0,0,0,0,0,0
便利 地铁,Convenient subway,9,0,0,0,0,0,0,0,6,0
便利 地铁站,Convenient subway station,6,0,0,0,0,0,0,5,0,0
便利 大巴,Convenient bus,6,0,0,0,0,0,0,0,6,0
便利 家,Convenience,3,0,0,0,0,0,0,0,2,0
便利 对面,Convenient opposite,5,0,0,0,0,0,0,3,0,0
便利 屋,Convenience,3,0,0,0,0,0,0,3,0,0
便利 巴士,Convenient bus,4,0,0,0,0,0,0,2,2,0
便利 巴士站,Convenient bus stop,2,0,0,0,0,0,0,2,0,0
便利 店,Convenience store,11,0,0,0,0,3,4,0,2,0
便利 度,Convenience,2,0,0,0,0,0,0,0,2,0
便利 房间,Convenience Room,8,0,0,0,0,0,0,6,0,0
便利 早餐,Convenience breakfast,2,0,0,0,0,0,0,0,0,0
便利 服务,Convenience service,5,0,0,0,0,0,0,0,4,0
便利 机场,Convenience airport,3,0,0,0,0,0,0,0,2,0
便利 楼下,Convenient downstairs,3,0,0,0,0,0,0,0,2,0
便利 步行,Convenient on foot,3,0,0,0,0,0,0,3,0,0
便利 热情,Convenience and passion,2,0,0,0,0,0,0,0,2,0
便利 环境,Convenient environment,8,0,0,0,0,0,6,0,0,0
便利 生活,Convenient life,12,0,0,0,0,2,4,2,4,0
便利 站,Convenience station,2,0,0,0,0,0,2,0,0,0
便利 美食,Convenience,2,0,0,0,0,0,0,0,0,0
便利 设施,Conveniences,6,0,0,0,0,3,0,0,0,0
便利 购物,Convenience shopping,83,0,0,0,0,10,22,20,29,0
便利 超市,Convenience supermarket,4,0,0,0,0,0,0,2,0,0
便利 车站,Convenient station,3,0,0,0,0,0,0,0,0,0
便利 酒店,Convenience Hotel,45,0,0,0,4,9,7,5,19,0
便利 重要,Convenient important,3,0,0,0,0,0,0,0,0,0
便利 铁线,Convenience,2,0,0,0,0,0,2,0,0,0
便利 附近,Convenient nearby,5,0,0,0,2,0,2,0,0,0
便利 餐饮,Convenience,15,0,0,0,0,0,8,0,4,0
便利 饮食,Convenience,4,0,0,0,0,2,2,0,0,0
便利 鸡,Convenience chicken,2,0,0,0,0,0,0,0,2,0
出行,Travel,2555,0,0,12,73,353,715,490,851,61
华人,Chinese,33,0,0,0,0,10,4,4,14,0
卫生,health,2564,0,0,43,214,520,760,376,623,28
吃,eat,3431,0,0,27,134,490,732,624,1345,79
周边,Surrounding,3421,0,0,36,146,551,924,593,1096,75
园林,garden,9,0,0,0,0,0,2,3,4,0
地方,local,2431,0,0,19,136,397,673,407,748,51
地理,geography,4131,0,0,33,165,618,989,727,1526,73
